latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.497364,126.53465,63.0,32400,Asia/Seoul,GMT+9

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),wind_speed_10m (km/h),wind_direction_10m (°)
2025-04-10T22:00,11.2,67,0.00,0,0.0,6.6,237
2025-04-10T23:00,10.1,69,0.00,0,0.0,4.9,242
2025-04-11T00:00,9.4,70,0.00,0,0.0,3.2,243
2025-04-11T01:00,9.5,66,0.00,0,0.0,1.3,214
2025-04-11T02:00,9.8,62,0.00,0,0.0,0.4,207
2025-04-11T03:00,9.5,65,0.00,0,0.0,1.5,240
2025-04-11T04:00,9.1,69,0.00,0,0.0,1.9,236
2025-04-11T05:00,9.2,72,0.00,0,0.0,1.2,243
2025-04-11T06:00,9.1,74,0.00,0,0.0,1.2,231
2025-04-11T07:00,10.4,72,0.00,0,34.0,0.4,207
2025-04-11T08:00,13.0,64,0.00,0,203.0,2.4,153
2025-04-11T09:00,15.1,55,0.00,0,419.0,3.1,40
2025-04-11T10:00,16.8,73,0.00,0,612.0,6.6,21
2025-04-11T11:00,17.0,79,0.00,4,771.0,7.6,4
2025-04-11T12:00,17.0,83,0.00,0,872.0,8.3,346
2025-04-11T13:00,17.1,84,0.00,3,907.0,8.2,8
2025-04-11T14:00,17.5,83,0.00,5,874.0,8.1,17
2025-04-11T15:00,17.6,82,0.00,62,779.0,9.5,22
2025-04-11T16:00,17.9,81,0.00,86,628.0,8.7,32
2025-04-11T17:00,17.8,82,0.00,84,414.0,6.8,29
2025-04-11T18:00,17.3,84,0.00,88,217.0,3.5,15
2025-04-11T19:00,15.1,92,0.00,100,49.0,0.5,225
2025-04-11T20:00,14.3,93,0.00,100,0.0,2.9,191
2025-04-11T21:00,14.4,90,0.00,100,0.0,2.7,184
2025-04-11T22:00,14.0,87,0.00,100,0.0,2.9,176
2025-04-11T23:00,14.1,74,0.00,100,0.0,4.3,178
2025-04-12T00:00,13.9,68,0.00,100,0.0,6.9,197
2025-04-12T01:00,13.6,66,0.00,100,0.0,7.2,186
2025-04-12T02:00,13.3,63,0.00,100,0.0,6.0,175
2025-04-12T03:00,13.4,59,0.00,100,0.0,7.9,183
2025-04-12T04:00,13.9,58,0.00,100,0.0,9.4,173
2025-04-12T05:00,14.1,58,0.00,100,0.0,11.2,174
2025-04-12T06:00,14.9,56,0.00,100,0.0,13.1,165
2025-04-12T07:00,15.8,55,0.00,100,12.0,15.8,159
2025-04-12T08:00,17.3,56,0.00,100,73.0,15.8,159
2025-04-12T09:00,18.8,57,0.00,100,170.0,12.4,161
2025-04-12T10:00,17.0,66,0.10,100,85.0,10.3,137
2025-04-12T11:00,19.0,66,0.00,100,210.0,9.4,144
2025-04-12T12:00,19.3,64,0.00,100,184.0,10.3,147
2025-04-12T13:00,18.9,70,0.00,100,204.0,12.8,112
2025-04-12T14:00,18.1,85,0.70,100,175.0,10.9,70
2025-04-12T15:00,17.2,100,1.50,100,144.0,10.2,56
2025-04-12T16:00,17.2,100,1.50,100,113.0,7.4,58
2025-04-12T17:00,16.5,89,4.10,100,59.0,22.6,149
2025-04-12T18:00,16.3,87,2.20,100,31.0,41.0,170
2025-04-12T19:00,16.2,87,3.90,100,7.0,49.5,175
2025-04-12T20:00,16.5,89,4.60,100,0.0,34.2,178
2025-04-12T21:00,16.8,89,3.00,100,0.0,17.4,204
2025-04-12T22:00,8.7,100,3.80,100,0.0,37.0,304
2025-04-12T23:00,8.2,92,5.10,100,0.0,30.1,307
2025-04-13T00:00,7.7,94,1.90,100,0.0,25.1,296
2025-04-13T01:00,7.6,84,0.00,17,0.0,20.9,293
2025-04-13T02:00,7.3,82,0.00,10,0.0,25.5,283
2025-04-13T03:00,7.3,81,0.00,11,0.0,31.9,281
2025-04-13T04:00,7.9,71,0.00,6,0.0,33.4,279
2025-04-13T05:00,8.3,59,0.00,1,0.0,32.7,284
2025-04-13T06:00,8.4,56,0.00,1,0.0,30.0,285
2025-04-13T07:00,8.9,56,0.00,0,39.0,28.6,275
2025-04-13T08:00,9.9,51,0.00,1,208.0,32.4,270
2025-04-13T09:00,11.0,41,0.00,1,409.0,35.5,272
2025-04-13T10:00,12.1,33,0.00,86,479.0,40.2,267
2025-04-13T11:00,12.3,35,0.00,16,466.0,41.6,262
2025-04-13T12:00,12.5,38,0.00,52,607.0,44.0,258
2025-04-13T13:00,12.3,40,0.00,1,689.0,39.9,263
2025-04-13T14:00,12.2,39,0.00,81,902.0,40.4,267
2025-04-13T15:00,11.5,42,0.00,55,634.0,36.7,264
2025-04-13T16:00,11.1,48,0.00,78,434.0,36.0,271
2025-04-13T17:00,10.4,51,0.00,42,313.0,34.9,269
2025-04-13T18:00,9.9,49,0.00,4,151.0,32.7,266
2025-04-13T19:00,9.4,50,0.00,0,55.0,28.1,261
2025-04-13T20:00,9.2,53,0.00,0,0.0,21.6,250
2025-04-13T21:00,8.6,58,0.00,80,0.0,19.7,224
2025-04-13T22:00,8.4,53,0.00,100,0.0,14.2,206
2025-04-13T23:00,8.6,53,0.00,100,0.0,11.4,186
2025-04-14T00:00,9.0,53,0.00,100,0.0,10.3,164
2025-04-14T01:00,10.0,49,0.00,88,0.0,11.7,184
2025-04-14T02:00,8.5,57,1.40,100,0.0,4.9,176
2025-04-14T03:00,9.2,82,0.80,100,0.0,20.3,195
2025-04-14T04:00,10.6,84,4.80,100,0.0,34.1,223
2025-04-14T05:00,10.8,85,1.70,100,0.0,30.3,225
2025-04-14T06:00,11.4,77,0.00,49,0.0,30.0,218
2025-04-14T07:00,11.7,74,0.00,31,28.0,27.7,238
2025-04-14T08:00,11.9,76,0.00,89,179.0,25.7,244
2025-04-14T09:00,12.8,70,0.00,33,335.0,26.0,256
2025-04-14T10:00,13.9,48,0.00,11,612.0,32.1,266
2025-04-14T11:00,14.0,48,0.00,16,748.0,34.1,267
2025-04-14T12:00,14.0,44,0.00,28,796.0,37.5,266
2025-04-14T13:00,13.5,49,0.00,64,881.0,42.1,270
2025-04-14T14:00,12.5,53,0.00,98,711.0,38.7,270
2025-04-14T15:00,11.7,56,0.00,72,392.0,39.1,268
2025-04-14T16:00,12.0,55,0.00,100,589.0,42.9,272
2025-04-14T17:00,11.0,65,0.10,100,226.0,39.8,272
2025-04-14T18:00,10.6,73,0.10,99,44.0,40.5,275
2025-04-14T19:00,10.0,79,0.30,95,19.0,44.3,283
2025-04-14T20:00,9.1,86,0.80,100,0.0,42.5,287
2025-04-14T21:00,8.5,81,0.30,43,0.0,38.0,289
2025-04-14T22:00,8.9,70,0.00,33,0.0,39.3,299
2025-04-14T23:00,8.3,78,0.20,27,0.0,36.8,299
2025-04-15T00:00,8.2,78,0.10,68,0.0,34.1,300
2025-04-15T01:00,8.1,80,0.50,98,0.0,31.8,305
2025-04-15T02:00,8.0,79,0.20,82,0.0,31.0,307
2025-04-15T03:00,7.8,77,0.10,98,0.0,28.8,306
2025-04-15T04:00,7.8,76,0.10,89,0.0,26.3,307
2025-04-15T05:00,7.8,74,0.00,86,0.0,24.6,312
2025-04-15T06:00,7.7,73,0.00,62,0.0,22.0,313
2025-04-15T07:00,7.9,72,0.00,38,34.0,18.8,311
2025-04-15T08:00,8.7,67,0.00,33,170.0,18.5,306
2025-04-15T09:00,9.4,65,0.00,11,368.0,15.6,294
2025-04-15T10:00,10.8,52,0.00,0,625.0,16.9,281
2025-04-15T11:00,11.7,47,0.00,0,786.0,17.7,274
2025-04-15T12:00,12.4,45,0.00,0,887.0,18.5,272
2025-04-15T13:00,13.0,47,0.00,0,923.0,20.2,268
2025-04-15T14:00,13.5,50,0.00,0,892.0,20.6,266
2025-04-15T15:00,13.9,52,0.00,0,795.0,21.1,263
2025-04-15T16:00,14.1,53,0.00,0,642.0,21.3,259
2025-04-15T17:00,14.3,54,0.00,0,447.0,20.2,254
2025-04-15T18:00,14.0,57,0.00,0,237.0,17.3,250
2025-04-15T19:00,13.1,61,0.00,0,57.0,17.0,239
2025-04-15T20:00,12.9,58,0.00,0,0.0,17.5,220
2025-04-15T21:00,13.3,54,0.00,0,0.0,16.0,214
2025-04-15T22:00,13.1,58,0.00,0,0.0,14.4,217
2025-04-15T23:00,14.1,49,0.00,0,0.0,14.6,215
2025-04-16T00:00,15.1,43,0.00,0,0.0,16.3,225
2025-04-16T01:00,16.1,39,0.00,29,0.0,19.5,226
2025-04-16T02:00,17.0,35,0.00,29,0.0,22.4,224
2025-04-16T03:00,17.1,34,0.00,1,0.0,24.5,221
2025-04-16T04:00,17.2,37,0.00,27,0.0,25.2,212
2025-04-16T05:00,17.5,41,0.00,5,0.0,28.0,213
2025-04-16T06:00,17.9,42,0.00,9,0.0,29.9,215
2025-04-16T07:00,18.7,42,0.00,43,42.0,30.2,217
2025-04-16T08:00,20.1,41,0.00,99,210.0,29.4,217
2025-04-16T09:00,21.3,40,0.00,100,399.0,27.3,218
2025-04-16T10:00,22.2,39,0.00,100,556.0,23.3,217
2025-04-16T11:00,22.9,36,0.00,100,653.0,22.0,220
2025-04-16T12:00,23.1,35,0.00,100,686.0,21.1,217
2025-04-16T13:00,22.9,36,0.00,100,686.0,19.5,219
2025-04-16T14:00,22.7,37,0.00,100,718.0,21.0,218
2025-04-16T15:00,22.1,40,0.00,100,607.0,19.7,216
2025-04-16T16:00,21.3,46,0.00,93,489.0,17.7,210
2025-04-16T17:00,20.5,50,0.00,62,369.0,15.2,202
2025-04-16T18:00,19.3,52,0.00,88,208.0,17.8,191
2025-04-16T19:00,17.9,55,0.00,93,50.0,13.0,176
2025-04-16T20:00,16.7,62,0.00,81,0.0,12.0,173
2025-04-16T21:00,16.3,60,0.00,77,0.0,17.1,176
2025-04-16T22:00,16.7,60,0.00,26,0.0,16.4,176
2025-04-16T23:00,16.3,65,0.00,0,0.0,16.3,169
2025-04-17T00:00,16.0,69,0.00,4,0.0,15.2,166
2025-04-17T01:00,16.3,73,0.00,10,0.0,15.7,171
2025-04-17T02:00,16.8,77,0.00,20,0.0,18.2,178
2025-04-17T03:00,16.9,79,0.00,100,0.0,18.0,178
2025-04-17T04:00,17.7,79,0.00,100,0.0,19.3,177
2025-04-17T05:00,17.7,82,0.00,69,0.0,17.0,175
2025-04-17T06:00,17.7,83,0.00,77,0.0,17.4,173
2025-04-17T07:00,18.4,82,0.00,54,32.0,18.1,175
2025-04-17T08:00,19.8,78,0.00,46,144.0,17.1,178
2025-04-17T09:00,21.3,77,0.00,42,308.0,15.1,177
2025-04-17T10:00,22.0,80,0.00,41,450.0,8.7,159
2025-04-17T11:00,22.7,78,0.00,28,584.0,7.1,161
2025-04-17T12:00,23.3,75,0.00,80,700.0,6.8,177
2025-04-17T13:00,24.0,72,0.00,93,756.0,8.1,162
2025-04-17T14:00,24.2,70,0.00,100,769.0,6.3,178
2025-04-17T15:00,23.9,72,0.00,98,697.0,6.4,155
2025-04-17T16:00,23.2,77,0.00,100,520.0,6.3,149
2025-04-17T17:00,22.3,79,0.00,100,364.0,7.8,175
2025-04-17T18:00,21.2,78,0.00,100,175.0,11.9,169
2025-04-17T19:00,20.0,86,0.00,100,39.0,13.0,166
2025-04-17T20:00,19.3,89,0.00,100,0.0,14.1,167
2025-04-17T21:00,19.2,90,0.00,100,0.0,14.5,166
2025-04-17T22:00,18.7,95,0.00,100,0.0,11.5,149
2025-04-17T23:00,18.5,95,0.00,100,0.0,11.1,149
2025-04-18T00:00,18.2,94,0.00,100,0.0,9.0,151
2025-04-18T01:00,18.3,92,0.00,100,0.0,13.7,175
2025-04-18T02:00,19.4,76,0.00,100,0.0,23.6,194
2025-04-18T03:00,20.7,64,0.00,86,0.0,29.1,206
2025-04-18T04:00,20.3,63,0.00,0,0.0,27.9,205
2025-04-18T05:00,20.3,62,0.00,0,0.0,25.7,202
2025-04-18T06:00,20.3,66,0.00,2,0.0,23.5,200
2025-04-18T07:00,20.8,67,0.00,9,44.0,22.5,198
2025-04-18T08:00,22.4,67,0.00,2,203.0,19.0,197
2025-04-18T09:00,24.1,66,0.00,1,408.0,13.6,203
2025-04-18T10:00,24.9,66,0.00,4,595.0,12.0,212
2025-04-18T11:00,25.5,63,0.00,6,744.0,10.2,225
2025-04-18T12:00,25.8,63,0.00,27,834.0,11.0,245
2025-04-18T13:00,25.6,64,0.00,19,851.0,14.0,244
2025-04-18T14:00,25.5,65,0.00,13,807.0,13.3,243
2025-04-18T15:00,25.3,70,0.00,22,716.0,9.4,240
2025-04-18T16:00,24.6,71,0.00,19,570.0,5.9,235
2025-04-18T17:00,23.2,85,0.10,20,343.0,3.0,237
2025-04-18T18:00,22.0,91,0.10,24,176.0,4.5,223
2025-04-18T19:00,21.2,94,0.00,31,35.0,6.0,183
2025-04-18T20:00,20.3,95,0.00,31,0.0,3.6,180
2025-04-18T21:00,19.1,96,0.00,65,0.0,5.8,171
2025-04-18T22:00,19.4,96,0.00,86,0.0,8.4,155
2025-04-18T23:00,18.4,99,0.00,100,0.0,8.4,145
2025-04-19T00:00,17.7,97,0.00,100,0.0,7.7,143
2025-04-19T01:00,17.2,97,0.00,57,0.0,6.0,143
2025-04-19T02:00,16.8,96,0.00,52,0.0,6.9,150
2025-04-19T03:00,16.5,95,0.00,79,0.0,6.2,144
2025-04-19T04:00,16.2,94,0.00,6,0.0,6.5,136
2025-04-19T05:00,16.1,93,0.00,0,0.0,8.7,135
2025-04-19T06:00,15.9,93,0.00,16,0.0,7.1,150
2025-04-19T07:00,16.8,91,0.00,79,42.0,6.9,139
2025-04-19T08:00,18.4,91,0.00,98,194.0,3.2,71
2025-04-19T09:00,19.8,94,0.00,96,405.0,3.7,67
2025-04-19T10:00,20.4,91,0.00,99,405.0,2.3,32
2025-04-19T11:00,20.6,89,0.00,97,452.0,3.3,41
2025-04-19T12:00,21.7,89,0.00,99,691.0,2.9,30
2025-04-19T13:00,22.5,94,0.00,100,778.0,3.3,6
2025-04-19T14:00,22.7,89,0.00,69,782.0,4.3,2
2025-04-19T15:00,22.6,88,0.00,100,686.0,1.2,39
2025-04-19T16:00,21.7,92,0.00,100,388.0,5.8,182
2025-04-19T17:00,20.8,89,0.60,100,148.0,7.6,149
2025-04-19T18:00,20.1,92,0.40,100,87.0,7.3,130
2025-04-19T19:00,19.4,98,0.10,100,28.0,2.7,122
2025-04-19T20:00,18.9,98,2.70,100,0.0,5.7,108
2025-04-19T21:00,18.8,99,0.10,100,0.0,5.8,141
2025-04-19T22:00,18.8,95,0.20,100,0.0,9.6,154
2025-04-19T23:00,18.4,98,0.00,100,0.0,7.2,102
2025-04-20T00:00,18.1,100,0.00,100,0.0,4.7,130
2025-04-20T01:00,17.9,99,0.00,100,0.0,5.1,170
2025-04-20T02:00,17.6,99,0.00,100,0.0,5.0,154
2025-04-20T03:00,17.0,100,0.00,100,0.0,2.9,137
2025-04-20T04:00,17.0,100,0.00,100,0.0,4.8,132
2025-04-20T05:00,16.7,100,0.00,100,0.0,7.0,87
2025-04-20T06:00,16.5,100,0.00,100,0.0,6.5,77
2025-04-20T07:00,16.6,99,0.00,97,38.0,7.2,96
2025-04-20T08:00,17.5,97,0.00,100,151.0,6.1,66
2025-04-20T09:00,17.6,96,0.00,100,265.0,7.4,47
2025-04-20T10:00,18.6,96,0.00,100,342.0,7.8,19
2025-04-20T11:00,17.9,95,0.00,100,379.0,6.2,41
2025-04-20T12:00,18.3,93,0.00,100,310.0,4.6,59
2025-04-20T13:00,18.3,93,0.00,100,285.0,3.2,63
2025-04-20T14:00,19.4,91,0.00,100,359.0,4.9,82
2025-04-20T15:00,20.6,87,0.00,89,433.0,7.1,52
2025-04-20T16:00,19.8,95,0.00,34,478.0,10.2,34
2025-04-20T17:00,18.4,98,0.00,100,279.0,9.9,61
2025-04-20T18:00,18.6,97,0.00,100,98.0,10.7,82
2025-04-20T19:00,18.3,98,0.00,100,33.0,12.8,70
2025-04-20T20:00,18.3,99,0.00,100,0.0,13.0,93
2025-04-20T21:00,18.1,100,0.00,100,0.0,12.4,90
2025-04-20T22:00,18.2,97,0.00,88,0.0,13.4,101
2025-04-20T23:00,18.0,97,0.00,98,0.0,14.2,108
2025-04-21T00:00,18.0,95,0.00,93,0.0,12.9,118
2025-04-21T01:00,18.0,94,0.00,74,0.0,11.9,124
2025-04-21T02:00,18.0,94,0.00,51,0.0,10.4,135
2025-04-21T03:00,17.7,95,0.00,40,0.0,7.7,126
2025-04-21T04:00,17.4,97,0.00,55,0.0,11.4,106
2025-04-21T05:00,17.6,95,0.00,92,0.0,14.1,109
2025-04-21T06:00,17.3,96,0.00,97,0.0,13.4,117
2025-04-21T07:00,17.5,94,0.00,94,38.0,13.1,113
2025-04-21T08:00,18.8,92,0.00,83,163.0,13.6,108
2025-04-21T09:00,20.4,87,0.00,26,335.0,13.2,102
2025-04-21T10:00,21.0,85,0.00,35,460.0,15.7,96
2025-04-21T11:00,22.2,79,0.00,100,620.0,17.5,94
2025-04-21T12:00,23.2,76,0.00,100,741.0,16.9,91
2025-04-21T13:00,23.4,77,0.00,100,691.0,16.4,89
2025-04-21T14:00,24.0,74,0.00,100,673.0,14.6,94
2025-04-21T15:00,23.5,79,0.00,100,547.0,13.5,98
2025-04-21T16:00,23.4,81,0.00,99,477.0,9.8,108
2025-04-21T17:00,22.8,86,0.00,50,333.0,9.8,113
2025-04-21T18:00,22.1,86,0.00,7,202.0,9.5,127
2025-04-21T19:00,20.8,88,0.00,32,49.0,9.7,133
2025-04-21T20:00,19.9,89,0.00,100,0.0,9.5,143
2025-04-21T21:00,19.5,90,0.00,100,0.0,8.3,147
2025-04-21T22:00,19.6,91,0.00,100,0.0,9.1,142
2025-04-21T23:00,19.6,91,0.00,100,0.0,8.3,138
2025-04-22T00:00,19.7,92,0.00,100,0.0,9.0,120
2025-04-22T01:00,19.4,95,0.10,100,0.0,6.5,113
2025-04-22T02:00,19.2,98,0.30,100,0.0,4.6,108
2025-04-22T03:00,19.0,100,1.30,100,0.0,4.6,64
2025-04-22T04:00,18.9,100,2.70,100,0.0,5.4,86
2025-04-22T05:00,18.9,100,3.90,100,0.0,4.9,107
2025-04-22T06:00,18.7,100,1.90,100,0.0,6.3,97
2025-04-22T07:00,18.9,99,1.90,100,8.0,8.7,96
2025-04-22T08:00,19.1,100,3.50,100,36.0,8.3,84
2025-04-22T09:00,19.2,100,4.80,100,27.0,8.5,122
2025-04-22T10:00,20.0,99,1.30,100,101.0,1.8,90
2025-04-22T11:00,20.4,98,0.40,100,137.0,4.8,225
2025-04-22T12:00,20.9,97,0.10,100,266.0,6.6,217
2025-04-22T13:00,21.7,84,0.00,100,417.0,13.0,228
2025-04-22T14:00,21.4,85,0.00,100,296.0,15.6,233
2025-04-22T15:00,20.8,87,0.00,100,358.0,23.1,240
2025-04-22T16:00,21.1,84,0.00,100,354.0,25.2,239
2025-04-22T17:00,20.3,84,0.00,100,302.0,24.3,250
2025-04-22T18:00,19.0,88,0.00,100,164.0,22.0,248
2025-04-22T19:00,17.4,93,0.00,100,42.0,22.4,247
2025-04-22T20:00,17.4,93,0.00,100,0.0,20.9,242
2025-04-22T21:00,16.3,97,0.00,100,0.0,20.1,252
2025-04-22T22:00,14.9,99,0.00,100,0.0,15.4,253
2025-04-22T23:00,14.8,98,0.00,100,0.0,13.5,251
2025-04-23T00:00,14.4,99,0.10,100,0.0,13.1,255
2025-04-23T01:00,14.1,98,0.10,100,0.0,13.4,259
2025-04-23T02:00,14.0,96,0.20,100,0.0,11.9,256
2025-04-23T03:00,14.0,94,0.10,100,0.0,10.0,263
2025-04-23T04:00,13.9,94,0.10,100,0.0,8.4,254
2025-04-23T05:00,14.2,92,0.10,100,0.0,8.0,262
2025-04-23T06:00,14.1,93,0.10,100,0.0,8.9,256
2025-04-23T07:00,14.1,93,0.10,100,26.0,7.2,269
2025-04-23T08:00,14.7,92,0.00,100,108.0,5.4,256
2025-04-23T09:00,15.7,90,0.00,100,224.0,3.5,291
2025-04-23T10:00,15.8,91,0.00,100,250.0,8.1,323
2025-04-23T11:00,15.6,90,0.00,100,284.0,6.2,334
2025-04-23T12:00,16.4,89,0.00,100,324.0,2.0,5
2025-04-23T13:00,16.9,88,0.00,100,442.0,8.0,340
2025-04-23T14:00,16.0,90,0.00,100,393.0,7.6,329
2025-04-23T15:00,15.8,90,0.00,100,290.0,6.0,311
2025-04-23T16:00,15.9,89,0.00,97,241.0,6.0,311
2025-04-23T17:00,15.2,90,0.00,95,144.0,6.1,300
2025-04-23T18:00,15.2,89,0.00,85,106.0,6.2,287
2025-04-23T19:00,15.0,89,0.00,69,39.0,7.3,279
2025-04-23T20:00,14.5,91,0.00,30,0.0,8.8,274
2025-04-23T21:00,14.2,92,0.00,8,0.0,7.9,254
2025-04-23T22:00,14.2,92,0.00,10,0.0,7.7,261
2025-04-23T23:00,13.3,94,0.00,2,0.0,6.7,239
2025-04-24T00:00,12.6,93,0.00,4,0.0,5.2,211
2025-04-24T01:00,12.5,95,0.00,0,0.0,9.3,246
2025-04-24T02:00,12.6,95,0.00,6,0.0,11.6,246
2025-04-24T03:00,12.7,94,0.00,24,0.0,13.4,243
2025-04-24T04:00,12.9,90,0.00,1,0.0,8.6,233
2025-04-24T05:00,11.7,89,0.00,98,0.0,3.7,227
2025-04-24T06:00,11.9,87,0.00,87,0.0,2.9,263
2025-04-24T07:00,13.8,86,0.00,37,61.0,3.8,273
2025-04-24T08:00,15.2,80,0.00,20,249.0,5.4,296
2025-04-24T09:00,16.3,72,0.00,16,466.0,6.4,297
2025-04-24T10:00,17.7,63,0.00,1,660.0,7.7,307
2025-04-24T11:00,18.1,66,0.00,11,818.0,9.1,297
2025-04-24T12:00,18.4,68,0.00,21,916.0,11.8,291
2025-04-24T13:00,18.4,64,0.00,61,952.0,13.2,284
2025-04-24T14:00,18.5,60,0.00,87,909.0,12.9,277
2025-04-24T15:00,18.5,54,0.00,23,782.0,13.2,265
2025-04-24T16:00,18.1,51,0.00,92,667.0,14.5,278
2025-04-24T17:00,17.0,49,0.00,99,451.0,14.1,267
2025-04-24T18:00,16.2,46,0.00,100,144.0,13.8,243
2025-04-24T19:00,16.0,48,0.00,100,26.0,13.1,243
2025-04-24T20:00,16.0,56,0.00,100,0.0,13.6,253
2025-04-24T21:00,14.5,72,0.00,100,0.0,13.5,274
2025-04-24T22:00,13.4,83,0.00,100,0.0,10.4,262
2025-04-24T23:00,13.2,72,0.00,100,0.0,8.2,251
2025-04-25T00:00,12.9,62,0.00,100,0.0,9.1,278
2025-04-25T01:00,12.2,64,0.00,100,0.0,8.9,289
2025-04-25T02:00,11.8,63,0.00,100,0.0,6.7,286
2025-04-25T03:00,11.4,63,0.00,100,0.0,4.6,296
2025-04-25T04:00,10.6,70,0.00,100,0.0,2.3,293
2025-04-25T05:00,11.0,65,0.00,100,0.0,0.7,284
2025-04-25T06:00,10.9,62,0.00,100,0.0,0.2,180
2025-04-25T07:00,11.9,54,0.00,100,50.0,1.6,84
2025-04-25T08:00,12.4,50,0.00,100,152.0,4.5,47
2025-04-25T09:00,13.2,46,0.00,100,366.0,6.5,48
2025-04-25T10:00,14.0,43,0.00,100,468.0,8.3,24
2025-04-25T11:00,14.4,41,0.00,100,575.0,8.1,12
2025-04-25T12:00,14.9,39,0.00,100,667.0,8.3,4
2025-04-25T13:00,15.4,35,0.00,84,847.0,7.7,1
2025-04-25T14:00,15.6,36,0.00,12,880.0,6.4,331
2025-04-25T15:00,15.7,36,0.00,0,848.0,8.0,308
2025-04-25T16:00,15.3,42,0.00,0,687.0,10.1,289
2025-04-25T17:00,14.8,47,0.00,0,487.0,10.3,285
2025-04-25T18:00,13.9,52,0.00,0,271.0,10.3,299
2025-04-25T19:00,12.4,64,0.00,0,78.0,7.5,307
2025-04-25T20:00,10.5,70,0.00,0,1.0,4.3,315
2025-04-25T21:00,10.9,62,0.00,0,0.0,1.1,288
2025-04-25T22:00,10.3,52,0.00,0,0.0,4.4,240
2025-04-25T23:00,10.1,43,0.00,2,0.0,4.8,245
2025-04-26T00:00,10.0,41,0.00,52,0.0,4.8,239
2025-04-26T01:00,10.0,36,0.00,70,0.0,5.2,229
2025-04-26T02:00,10.1,32,0.00,100,0.0,5.4,228
2025-04-26T03:00,10.0,31,0.00,100,0.0,4.4,218
2025-04-26T04:00,10.3,30,0.00,96,0.0,2.6,214
2025-04-26T05:00,10.8,28,0.00,59,0.0,1.1,198
2025-04-26T06:00,10.8,28,0.00,81,0.0,1.1,189
2025-04-26T07:00,13.3,36,0.00,100,65.0,0.4,180
2025-04-26T08:00,15.0,28,0.00,94,237.0,0.4,27
2025-04-26T09:00,16.3,30,0.00,17,458.0,1.2,39
2025-04-26T10:00,17.9,29,0.00,0,667.0,6.3,70
2025-04-26T11:00,18.7,32,0.00,1,822.0,8.8,59
2025-04-26T12:00,19.5,36,0.00,4,922.0,8.5,48
2025-04-26T13:00,20.0,42,0.00,0,956.0,8.6,31
2025-04-26T14:00,19.9,47,0.00,0,923.0,7.8,19
2025-04-26T15:00,19.6,51,0.00,7,823.0,6.7,8
2025-04-26T16:00,18.8,54,0.00,95,667.0,7.7,348
2025-04-26T17:00,17.2,53,0.00,51,465.0,7.0,314
2025-04-26T18:00,16.1,59,0.00,1,259.0,4.2,280
2025-04-26T19:00,14.4,78,0.00,83,76.0,3.1,211
2025-04-26T20:00,13.9,82,0.00,0,1.0,3.0,205
2025-04-26T21:00,13.4,81,0.00,0,0.0,3.1,216
2025-04-26T22:00,13.7,74,0.00,13,0.0,4.4,210
2025-04-26T23:00,13.4,61,0.00,100,0.0,4.2,211
2025-04-27T00:00,14.0,46,0.00,100,0.0,3.5,208
2025-04-27T01:00,14.7,36,0.00,100,0.0,1.1,180
2025-04-27T02:00,14.9,34,0.00,100,0.0,0.5,180
2025-04-27T03:00,15.0,33,0.00,100,0.0,1.1,171
2025-04-27T04:00,15.5,33,0.00,95,0.0,0.4,180
2025-04-27T05:00,15.5,34,0.00,100,0.0,0.6,198
2025-04-27T06:00,15.0,40,0.00,100,0.0,0.4,180
2025-04-27T07:00,16.2,47,0.00,68,45.0,1.5,135
2025-04-27T08:00,17.6,53,0.00,10,242.0,6.5,82
2025-04-27T09:00,18.8,57,0.00,23,470.0,5.2,65
2025-04-27T10:00,18.8,71,0.00,99,530.0,3.2,16
2025-04-27T11:00,19.8,76,0.00,96,740.0,5.5,9
2025-04-27T12:00,20.1,79,0.00,100,875.0,6.3,7
2025-04-27T13:00,20.3,78,0.00,100,783.0,6.5,5
2025-04-27T14:00,19.5,82,0.00,100,512.0,5.9,315
2025-04-27T15:00,19.5,79,0.00,100,552.0,7.5,312
2025-04-27T16:00,18.8,85,0.20,100,330.0,2.5,352
2025-04-27T17:00,18.2,89,0.00,100,151.0,2.7,28
2025-04-27T18:00,17.4,91,0.20,100,47.0,5.1,32
2025-04-27T19:00,15.7,96,1.80,100,13.0,5.1,54
2025-04-27T20:00,15.5,97,2.70,100,0.0,3.4,93
2025-04-27T21:00,15.5,97,2.60,100,0.0,1.0,22
2025-04-27T22:00,14.8,100,2.00,100,0.0,0.9,360
2025-04-27T23:00,14.9,99,1.00,100,0.0,6.0,129
2025-04-28T00:00,15.3,97,0.90,100,0.0,1.9,112
2025-04-28T01:00,14.9,98,0.10,99,0.0,0.4,180
2025-04-28T02:00,14.6,99,0.10,100,0.0,3.9,313
2025-04-28T03:00,14.5,99,0.00,100,0.0,5.2,2
2025-04-28T04:00,14.2,99,0.00,100,0.0,2.9,4
2025-04-28T05:00,14.3,100,0.10,100,0.0,4.3,2
2025-04-28T06:00,14.2,99,0.20,100,0.0,5.5,27
2025-04-28T07:00,14.2,98,0.10,100,15.0,3.8,49
2025-04-28T08:00,14.4,96,0.10,100,67.0,2.9,43
