latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.497364,126.53465,63.0,32400,Asia/Seoul,GMT+9

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),wind_speed_10m (km/h),wind_direction_10m (°)
2025-03-24T11:00,20.4,52,0.00,0,703.0,29.0,242
2025-03-24T12:00,21.2,47,0.00,0,819.0,27.1,236
2025-03-24T13:00,21.9,43,0.00,0,868.0,27.0,237
2025-03-24T14:00,22.1,43,0.00,0,849.0,28.1,235
2025-03-24T15:00,21.7,46,0.00,0,760.0,29.0,234
2025-03-24T16:00,21.2,47,0.00,0,608.0,28.8,230
2025-03-24T17:00,20.5,49,0.00,0,412.0,27.5,230
2025-03-24T18:00,19.4,47,0.00,0,199.0,31.2,230
2025-03-24T19:00,18.3,47,0.00,0,31.0,31.5,227
2025-03-24T20:00,18.6,44,0.00,0,0.0,32.7,226
2025-03-24T21:00,18.9,43,0.00,0,0.0,32.6,227
2025-03-24T22:00,19.2,45,0.00,0,0.0,34.7,228
2025-03-24T23:00,18.8,47,0.00,0,0.0,34.0,227
2025-03-25T00:00,18.4,48,0.00,0,0.0,32.0,227
2025-03-25T01:00,18.1,48,0.00,0,0.0,30.5,225
2025-03-25T02:00,17.9,47,0.00,0,0.0,29.4,224
2025-03-25T03:00,17.9,46,0.00,0,0.0,27.4,222
2025-03-25T04:00,17.8,47,0.00,0,0.0,25.2,220
2025-03-25T05:00,17.7,48,0.00,0,0.0,23.7,214
2025-03-25T06:00,17.8,48,0.00,0,0.0,23.7,210
2025-03-25T07:00,18.3,48,0.00,0,8.0,25.1,212
2025-03-25T08:00,19.9,46,0.00,0,134.0,26.2,218
2025-03-25T09:00,21.2,46,0.00,0,342.0,24.5,220
2025-03-25T10:00,23.5,40,0.00,0,547.0,27.5,226
2025-03-25T11:00,24.3,39,0.00,0,713.0,30.2,227
2025-03-25T12:00,25.0,35,0.00,0,826.0,30.7,226
2025-03-25T13:00,25.5,33,0.00,0,871.0,30.8,226
2025-03-25T14:00,25.8,31,0.00,0,849.0,32.1,225
2025-03-25T15:00,25.5,32,0.00,0,761.0,32.4,222
2025-03-25T16:00,24.9,34,0.00,0,612.0,32.9,218
2025-03-25T17:00,23.9,37,0.00,0,417.0,32.6,219
2025-03-25T18:00,22.6,35,0.00,0,202.0,36.4,220
2025-03-25T19:00,21.9,36,0.00,0,33.0,36.4,218
2025-03-25T20:00,21.7,37,0.00,0,0.0,33.7,225
2025-03-25T21:00,17.5,63,0.00,0,0.0,25.4,255
2025-03-25T22:00,19.6,41,0.00,0,0.0,21.1,226
2025-03-25T23:00,18.2,44,0.00,0,0.0,16.6,251
2025-03-26T00:00,15.7,55,0.00,0,0.0,11.9,265
2025-03-26T01:00,14.2,64,0.00,0,0.0,7.6,239
2025-03-26T02:00,13.7,67,0.00,0,0.0,4.6,228
2025-03-26T03:00,14.5,59,0.00,0,0.0,5.2,200
2025-03-26T04:00,13.4,60,0.00,0,0.0,1.6,186
2025-03-26T05:00,13.8,57,0.00,0,0.0,1.1,180
2025-03-26T06:00,14.3,55,0.00,0,0.0,0.6,162
2025-03-26T07:00,15.3,54,0.00,0,9.0,1.0,149
2025-03-26T08:00,18.6,49,0.00,0,139.0,2.1,121
2025-03-26T09:00,20.7,53,0.00,0,349.0,2.3,72
2025-03-26T10:00,22.3,57,0.00,0,555.0,3.2,38
2025-03-26T11:00,23.9,60,0.00,0,723.0,2.3,23
2025-03-26T12:00,24.2,67,0.00,0,837.0,4.3,332
2025-03-26T13:00,23.2,76,0.00,1,887.0,4.7,328
2025-03-26T14:00,22.7,83,0.00,3,852.0,3.8,11
2025-03-26T15:00,22.6,83,0.00,0,758.0,5.3,35
2025-03-26T16:00,22.3,83,0.00,0,628.0,7.3,42
2025-03-26T17:00,21.3,85,0.00,0,430.0,5.3,28
2025-03-26T18:00,19.9,93,0.00,7,198.0,5.0,77
2025-03-26T19:00,19.1,100,0.00,88,27.0,7.5,117
2025-03-26T20:00,19.0,100,0.00,92,0.0,6.8,125
2025-03-26T21:00,19.1,100,0.00,51,0.0,7.9,131
2025-03-26T22:00,18.3,86,0.00,24,0.0,9.6,130
2025-03-26T23:00,18.7,81,0.00,32,0.0,9.4,145
2025-03-27T00:00,19.6,82,0.00,74,0.0,13.0,153
2025-03-27T01:00,20.3,89,0.00,100,0.0,18.0,168
2025-03-27T02:00,21.0,88,0.10,100,0.0,19.3,185
2025-03-27T03:00,20.9,87,0.20,100,0.0,21.6,187
2025-03-27T04:00,21.6,87,0.10,100,0.0,23.8,188
2025-03-27T05:00,21.8,84,0.10,100,0.0,22.7,187
2025-03-27T06:00,21.3,85,0.00,100,0.0,20.7,187
2025-03-27T07:00,21.0,85,0.00,100,6.0,19.8,191
2025-03-27T08:00,21.8,77,0.00,100,75.0,19.2,185
2025-03-27T09:00,24.0,68,0.00,100,227.0,19.7,195
2025-03-27T10:00,23.6,68,0.00,100,314.0,11.2,192
2025-03-27T11:00,24.0,71,0.00,100,418.0,1.8,264
2025-03-27T12:00,22.2,82,0.00,100,303.0,5.0,161
2025-03-27T13:00,20.7,96,0.70,100,223.0,4.0,30
2025-03-27T14:00,18.8,92,0.10,100,180.0,13.7,268
2025-03-27T15:00,17.3,100,1.00,100,79.0,18.2,271
2025-03-27T16:00,13.6,99,0.80,100,193.0,23.8,284
2025-03-27T17:00,11.6,100,2.30,100,39.0,16.5,262
2025-03-27T18:00,11.6,97,1.40,100,25.0,12.4,242
2025-03-27T19:00,11.9,79,0.30,70,11.0,10.7,211
2025-03-27T20:00,11.1,70,0.00,3,0.0,12.9,228
2025-03-27T21:00,10.2,59,0.00,0,0.0,14.0,241
2025-03-27T22:00,9.7,59,0.00,8,0.0,13.7,249
2025-03-27T23:00,9.1,76,0.00,62,0.0,14.0,261
2025-03-28T00:00,8.7,81,0.00,97,0.0,13.5,269
2025-03-28T01:00,8.7,81,0.00,100,0.0,16.2,282
2025-03-28T02:00,8.2,81,0.80,100,0.0,13.6,276
2025-03-28T03:00,7.8,90,2.30,100,0.0,14.2,297
2025-03-28T04:00,7.3,86,0.20,100,0.0,19.8,309
2025-03-28T05:00,7.1,82,0.20,100,0.0,16.7,313
2025-03-28T06:00,7.1,73,0.00,100,0.0,17.1,316
2025-03-28T07:00,7.2,68,0.00,100,4.0,16.7,317
2025-03-28T08:00,7.4,69,0.00,87,51.0,17.1,312
2025-03-28T09:00,7.6,67,0.00,100,180.0,20.6,315
2025-03-28T10:00,8.0,67,0.00,80,393.0,26.9,313
2025-03-28T11:00,8.1,66,0.00,89,582.0,28.2,317
2025-03-28T12:00,8.1,67,0.00,36,658.0,27.1,318
2025-03-28T13:00,8.3,65,0.00,98,788.0,25.6,320
2025-03-28T14:00,8.3,65,0.00,100,755.0,26.6,321
2025-03-28T15:00,8.0,65,0.00,100,622.0,25.5,321
2025-03-28T16:00,7.5,67,0.00,100,367.0,23.6,325
2025-03-28T17:00,7.3,67,0.00,100,316.0,22.5,327
2025-03-28T18:00,7.1,64,0.00,100,127.0,20.1,329
2025-03-28T19:00,6.9,65,0.00,100,19.0,18.8,333
2025-03-28T20:00,6.8,64,0.00,100,0.0,15.7,336
2025-03-28T21:00,6.9,66,0.00,100,0.0,13.2,330
2025-03-28T22:00,7.0,55,0.00,100,0.0,15.3,335
2025-03-28T23:00,6.9,62,0.00,100,0.0,17.3,324
2025-03-29T00:00,6.6,69,0.00,100,0.0,19.1,327
2025-03-29T01:00,6.5,69,0.00,100,0.0,16.3,331
2025-03-29T02:00,6.5,67,0.00,100,0.0,11.6,324
2025-03-29T03:00,6.4,70,0.00,100,0.0,12.8,318
2025-03-29T04:00,5.6,75,0.00,100,0.0,11.8,310
2025-03-29T05:00,5.6,74,0.00,98,0.0,9.1,306
2025-03-29T06:00,4.7,79,0.00,98,0.0,6.7,278
2025-03-29T07:00,5.0,80,0.00,48,12.0,8.1,282
2025-03-29T08:00,6.4,71,0.00,25,144.0,12.7,305
2025-03-29T09:00,7.1,64,0.00,70,347.0,13.4,310
2025-03-29T10:00,7.8,59,0.00,100,491.0,11.4,325
2025-03-29T11:00,8.3,53,0.00,100,624.0,11.8,324
2025-03-29T12:00,8.3,51,0.00,100,608.0,14.4,317
2025-03-29T13:00,8.1,52,0.00,100,524.0,16.3,307
2025-03-29T14:00,8.0,56,0.00,100,457.0,19.7,303
2025-03-29T15:00,7.6,62,0.20,100,349.0,21.8,302
2025-03-29T16:00,7.5,62,0.20,100,252.0,22.7,302
2025-03-29T17:00,7.4,62,0.10,100,227.0,22.5,307
2025-03-29T18:00,6.3,70,0.10,99,108.0,20.8,312
2025-03-29T19:00,6.1,69,0.00,100,23.0,18.8,321
2025-03-29T20:00,5.9,65,0.00,100,0.0,18.4,323
2025-03-29T21:00,5.7,64,0.00,100,0.0,19.7,331
2025-03-29T22:00,4.8,56,0.00,100,0.0,22.0,336
2025-03-29T23:00,4.3,54,0.00,100,0.0,20.3,343
2025-03-30T00:00,4.2,49,0.00,100,0.0,20.4,348
2025-03-30T01:00,3.8,53,0.00,100,0.0,17.0,353
2025-03-30T02:00,3.7,55,0.00,95,0.0,17.1,353
2025-03-30T03:00,3.6,54,0.00,79,0.0,17.0,350
2025-03-30T04:00,3.7,54,0.00,97,0.0,15.5,350
2025-03-30T05:00,3.6,55,0.00,86,0.0,14.0,359
2025-03-30T06:00,2.5,64,0.00,82,0.0,9.2,17
2025-03-30T07:00,2.7,65,0.00,36,14.0,11.6,33
2025-03-30T08:00,4.0,51,0.00,99,155.0,11.6,30
2025-03-30T09:00,4.9,45,0.00,100,362.0,10.1,27
2025-03-30T10:00,6.0,36,0.00,10,587.0,11.3,33
2025-03-30T11:00,6.5,33,0.00,11,758.0,10.3,36
2025-03-30T12:00,6.9,33,0.00,88,873.0,8.8,20
2025-03-30T13:00,7.2,34,0.00,98,915.0,9.0,358
2025-03-30T14:00,7.0,36,0.00,92,870.0,11.0,349
2025-03-30T15:00,6.8,43,0.00,95,771.0,10.2,330
2025-03-30T16:00,6.8,47,0.00,100,611.0,12.0,321
2025-03-30T17:00,6.4,49,0.00,100,367.0,12.1,320
2025-03-30T18:00,6.0,49,0.00,100,193.0,12.0,320
2025-03-30T19:00,5.5,54,0.00,100,33.0,11.9,321
2025-03-30T20:00,5.4,57,0.00,100,0.0,10.4,326
2025-03-30T21:00,5.4,57,0.00,100,0.0,10.3,331
2025-03-30T22:00,5.3,60,0.00,100,0.0,8.8,334
2025-03-30T23:00,4.4,69,0.00,21,0.0,4.6,334
2025-03-31T00:00,3.2,73,0.00,0,0.0,3.5,321
2025-03-31T01:00,3.0,73,0.00,0,0.0,4.7,356
2025-03-31T02:00,3.1,75,0.00,1,0.0,5.2,348
2025-03-31T03:00,2.9,75,0.00,55,0.0,4.9,354
2025-03-31T04:00,3.1,74,0.00,94,0.0,3.8,355
2025-03-31T05:00,3.7,72,0.00,100,0.0,1.8,354
2025-03-31T06:00,3.8,71,0.00,96,0.0,0.9,53
2025-03-31T07:00,4.4,72,0.00,0,15.0,1.6,63
2025-03-31T08:00,7.0,66,0.00,0,158.0,4.0,27
2025-03-31T09:00,8.0,60,0.00,0,371.0,5.8,16
2025-03-31T10:00,9.1,41,0.00,0,581.0,6.1,3
2025-03-31T11:00,9.8,39,0.00,15,749.0,5.0,345
2025-03-31T12:00,10.3,39,0.00,66,860.0,6.7,336
2025-03-31T13:00,10.4,41,0.00,96,888.0,8.0,333
2025-03-31T14:00,10.4,44,0.00,16,842.0,8.1,332
2025-03-31T15:00,10.2,47,0.00,9,778.0,7.6,326
2025-03-31T16:00,9.9,47,0.00,100,628.0,6.0,311
2025-03-31T17:00,9.4,49,0.00,100,380.0,6.0,297
2025-03-31T18:00,8.9,51,0.00,98,172.0,5.7,281
2025-03-31T19:00,6.9,70,0.00,100,34.0,3.4,264
2025-03-31T20:00,6.7,72,0.00,100,0.0,3.2,232
2025-03-31T21:00,6.4,71,0.00,100,0.0,2.3,225
2025-03-31T22:00,6.6,78,0.00,100,0.0,3.4,295
2025-03-31T23:00,6.1,79,0.00,100,0.0,3.5,309
2025-04-01T00:00,6.2,79,0.00,100,0.0,2.8,349
2025-04-01T01:00,5.8,81,0.00,99,0.0,4.1,2
2025-04-01T02:00,6.0,79,0.00,100,0.0,1.5,36
2025-04-01T03:00,5.4,81,0.00,100,0.0,2.3,72
2025-04-01T04:00,5.2,83,0.00,100,0.0,2.3,67
2025-04-01T05:00,5.1,82,0.00,31,0.0,1.7,108
2025-04-01T06:00,5.1,80,0.00,100,0.0,1.7,103
2025-04-01T07:00,5.6,81,0.00,100,15.0,3.6,90
2025-04-01T08:00,8.3,76,0.00,99,115.0,6.4,38
2025-04-01T09:00,9.3,70,0.00,89,259.0,6.7,44
2025-04-01T10:00,10.6,60,0.00,95,495.0,12.5,45
2025-04-01T11:00,11.3,58,0.00,29,698.0,14.0,47
2025-04-01T12:00,12.1,55,0.00,1,848.0,15.0,52
2025-04-01T13:00,12.4,53,0.00,32,905.0,16.5,50
2025-04-01T14:00,12.4,53,0.00,53,870.0,15.6,49
2025-04-01T15:00,12.2,51,0.00,0,766.0,14.8,48
2025-04-01T16:00,12.0,50,0.00,99,637.0,14.5,51
2025-04-01T17:00,11.4,51,0.00,0,404.0,15.2,63
2025-04-01T18:00,10.7,55,0.00,0,222.0,14.5,73
2025-04-01T19:00,9.6,61,0.00,0,42.0,12.5,96
2025-04-01T20:00,9.7,57,0.00,0,0.0,13.1,115
2025-04-01T21:00,9.5,56,0.00,0,0.0,8.0,99
2025-04-01T22:00,9.4,68,0.00,0,0.0,8.5,46
2025-04-01T23:00,8.6,76,0.00,0,0.0,6.1,40
2025-04-02T00:00,7.3,78,0.00,0,0.0,4.7,58
2025-04-02T01:00,7.0,76,0.00,0,0.0,5.3,72
2025-04-02T02:00,6.7,75,0.00,0,0.0,5.4,84
2025-04-02T03:00,6.4,73,0.00,0,0.0,5.2,96
2025-04-02T04:00,6.3,70,0.00,0,0.0,4.3,107
2025-04-02T05:00,6.2,67,0.00,0,0.0,3.8,121
2025-04-02T06:00,6.0,63,0.00,0,0.0,3.9,133
2025-04-02T07:00,7.0,57,0.00,0,19.0,4.5,146
2025-04-02T08:00,10.2,56,0.00,0,171.0,4.5,143
2025-04-02T09:00,11.8,44,0.00,0,385.0,4.3,358
2025-04-02T10:00,12.5,46,0.00,0,589.0,5.4,2
2025-04-02T11:00,13.3,43,0.00,0,756.0,5.6,21
2025-04-02T12:00,14.3,39,0.00,0,867.0,6.3,7
2025-04-02T13:00,14.2,41,0.00,0,910.0,9.7,345
2025-04-02T14:00,13.9,43,0.00,0,881.0,9.5,331
2025-04-02T15:00,13.3,44,0.00,0,785.0,10.1,305
2025-04-02T16:00,12.9,47,0.00,10,630.0,13.0,289
2025-04-02T17:00,12.0,53,0.00,0,430.0,15.5,292
2025-04-02T18:00,10.8,62,0.00,21,215.0,15.3,295
2025-04-02T19:00,10.1,65,0.00,100,32.0,12.6,232
2025-04-02T20:00,10.8,51,0.00,44,0.0,14.2,254
2025-04-02T21:00,9.6,69,0.00,1,0.0,16.1,292
2025-04-02T22:00,8.6,80,0.00,4,0.0,11.8,283
2025-04-02T23:00,8.1,90,0.00,45,0.0,10.3,281
2025-04-03T00:00,8.5,90,0.00,37,0.0,10.1,282
2025-04-03T01:00,8.5,89,0.00,42,0.0,10.3,282
2025-04-03T02:00,8.4,90,0.00,42,0.0,10.5,287
2025-04-03T03:00,8.3,88,0.00,31,0.0,11.2,315
2025-04-03T04:00,8.2,88,0.00,43,0.0,10.2,319
2025-04-03T05:00,8.0,90,0.10,60,0.0,9.9,315
2025-04-03T06:00,7.9,89,0.20,80,0.0,10.8,313
2025-04-03T07:00,8.2,85,0.10,100,9.0,11.8,308
2025-04-03T08:00,8.6,81,0.10,88,78.0,14.0,305
2025-04-03T09:00,9.1,77,0.10,82,219.0,13.2,307
2025-04-03T10:00,10.2,63,0.00,100,508.0,17.7,301
2025-04-03T11:00,10.5,61,0.00,100,658.0,17.1,307
2025-04-03T12:00,10.4,65,0.00,97,745.0,13.8,307
2025-04-03T13:00,10.7,65,0.00,96,780.0,13.1,312
2025-04-03T14:00,10.7,66,0.00,100,678.0,13.2,314
2025-04-03T15:00,10.1,69,0.00,96,500.0,13.4,312
2025-04-03T16:00,9.7,70,0.00,72,368.0,12.1,310
2025-04-03T17:00,9.4,71,0.00,53,253.0,8.4,317
2025-04-03T18:00,9.0,72,0.00,61,118.0,6.4,338
2025-04-03T19:00,8.7,74,0.00,94,24.0,4.8,347
2025-04-03T20:00,8.4,77,0.00,67,0.0,1.9,338
2025-04-03T21:00,8.0,81,0.00,74,0.0,1.9,331
2025-04-03T22:00,8.5,77,0.00,85,0.0,0.6,72
2025-04-03T23:00,8.3,77,0.00,75,0.0,0.2,360
2025-04-04T00:00,7.8,80,0.00,43,0.0,0.7,270
2025-04-04T01:00,7.1,86,0.00,33,0.0,2.4,261
2025-04-04T02:00,7.0,88,0.00,51,0.0,2.2,256
2025-04-04T03:00,7.5,87,0.00,15,0.0,0.6,236
2025-04-04T04:00,7.2,88,0.00,32,0.0,0.9,217
2025-04-04T05:00,7.7,88,0.00,41,0.0,0.9,180
2025-04-04T06:00,8.0,85,0.00,52,0.0,1.0,135
2025-04-04T07:00,8.5,84,0.00,28,13.0,0.6,146
2025-04-04T08:00,9.5,75,0.00,4,100.0,0.0,270
2025-04-04T09:00,10.7,67,0.00,43,280.0,3.2,47
2025-04-04T10:00,12.1,60,0.00,21,530.0,5.3,8
2025-04-04T11:00,12.3,66,0.00,9,661.0,10.1,2
2025-04-04T12:00,12.6,70,0.00,34,821.0,11.4,5
2025-04-04T13:00,12.0,77,0.00,100,787.0,13.2,357
2025-04-04T14:00,11.7,79,0.00,98,773.0,10.9,352
2025-04-04T15:00,11.8,80,0.00,32,672.0,8.6,26
2025-04-04T16:00,12.3,77,0.00,40,582.0,9.2,11
2025-04-04T17:00,11.3,82,0.00,100,394.0,9.6,340
2025-04-04T18:00,10.2,84,0.00,100,145.0,8.7,313
2025-04-04T19:00,9.8,86,0.00,100,21.0,3.1,80
2025-04-04T20:00,9.4,91,0.00,100,0.0,3.8,161
2025-04-04T21:00,9.1,91,0.00,100,0.0,2.0,170
2025-04-04T22:00,9.5,89,0.00,100,0.0,0.2,180
2025-04-04T23:00,8.8,90,0.00,100,0.0,1.6,186
2025-04-05T00:00,8.6,90,0.00,100,0.0,2.8,225
2025-04-05T01:00,8.5,92,0.00,100,0.0,3.0,237
2025-04-05T02:00,8.3,92,0.00,100,0.0,2.4,171
2025-04-05T03:00,9.3,83,0.00,100,0.0,4.9,156
2025-04-05T04:00,9.8,71,0.00,100,0.0,4.2,187
2025-04-05T05:00,10.2,67,0.00,100,0.0,6.2,240
2025-04-05T06:00,10.1,72,0.00,100,0.0,4.3,165
2025-04-05T07:00,10.9,65,0.00,100,10.0,7.4,133
2025-04-05T08:00,11.8,68,0.00,100,39.0,5.1,126
2025-04-05T09:00,13.7,61,0.00,75,184.0,2.3,67
2025-04-05T10:00,14.5,71,0.00,100,431.0,4.5,2
2025-04-05T11:00,15.1,57,0.00,100,484.0,6.1,270
2025-04-05T12:00,15.5,43,0.00,100,523.0,15.0,236
2025-04-05T13:00,14.6,60,0.40,99,381.0,17.2,224
2025-04-05T14:00,13.4,78,4.30,63,167.0,8.3,174
2025-04-05T15:00,15.9,64,0.40,19,581.0,17.1,248
2025-04-05T16:00,15.7,67,0.40,5,470.0,22.5,246
2025-04-05T17:00,15.2,67,0.00,2,372.0,23.1,249
2025-04-05T18:00,14.3,71,0.00,10,204.0,20.2,250
2025-04-05T19:00,13.0,79,0.00,11,43.0,19.2,238
2025-04-05T20:00,12.4,80,0.00,15,0.0,19.7,234
2025-04-05T21:00,11.9,86,0.00,19,0.0,19.4,239
2025-04-05T22:00,11.3,97,0.00,91,0.0,16.8,274
2025-04-05T23:00,10.9,94,0.20,100,0.0,16.1,302
2025-04-06T00:00,10.2,90,0.10,58,0.0,11.5,299
2025-04-06T01:00,9.5,85,0.00,7,0.0,7.7,286
2025-04-06T02:00,7.7,88,0.00,3,0.0,5.0,257
2025-04-06T03:00,6.7,84,0.00,1,0.0,4.3,228
2025-04-06T04:00,6.8,71,0.00,0,0.0,4.8,214
2025-04-06T05:00,6.7,54,0.00,0,0.0,4.6,216
2025-04-06T06:00,6.7,47,0.00,0,0.0,4.6,219
2025-04-06T07:00,8.6,46,0.00,0,25.0,5.3,215
2025-04-06T08:00,11.1,44,0.00,0,182.0,7.9,237
2025-04-06T09:00,12.2,42,0.00,0,398.0,8.3,269
2025-04-06T10:00,12.7,43,0.00,0,604.0,7.5,300
2025-04-06T11:00,13.2,43,0.00,0,768.0,8.8,301
2025-04-06T12:00,13.6,42,0.00,0,876.0,10.2,298
2025-04-06T13:00,14.1,41,0.00,0,918.0,11.1,301
2025-04-06T14:00,14.2,44,0.00,0,889.0,12.5,298
2025-04-06T15:00,13.8,47,0.00,0,793.0,13.0,296
2025-04-06T16:00,13.6,47,0.00,0,638.0,10.9,286
2025-04-06T17:00,13.3,47,0.00,0,443.0,9.3,278
2025-04-06T18:00,13.0,44,0.00,0,229.0,7.7,261
2025-04-06T19:00,10.8,59,0.00,0,48.0,4.4,240
2025-04-06T20:00,10.3,57,0.00,0,0.0,4.6,206
2025-04-06T21:00,10.0,53,0.00,0,0.0,3.5,192
2025-04-06T22:00,10.0,41,0.00,0,0.0,1.7,198
2025-04-06T23:00,10.4,46,0.00,0,0.0,1.0,225
2025-04-07T00:00,9.6,49,0.00,0,0.0,2.0,207
2025-04-07T01:00,8.8,42,0.00,0,0.0,4.3,204
2025-04-07T02:00,8.8,39,0.00,0,0.0,3.6,198
2025-04-07T03:00,9.1,36,0.00,0,0.0,2.4,193
2025-04-07T04:00,10.0,30,0.00,0,0.0,2.2,215
2025-04-07T05:00,9.1,32,0.00,0,0.0,4.7,223
2025-04-07T06:00,10.0,29,0.00,0,0.0,6.0,197
2025-04-07T07:00,10.6,31,0.00,0,27.0,7.2,177
2025-04-07T08:00,13.3,49,0.00,0,190.0,7.1,170
2025-04-07T09:00,17.4,39,0.00,0,408.0,3.6,135
2025-04-07T10:00,17.5,50,0.00,0,614.0,4.9,36
2025-04-07T11:00,17.8,61,0.00,0,779.0,6.5,6
2025-04-07T12:00,18.1,66,0.00,68,887.0,6.0,10
2025-04-07T13:00,18.8,67,0.00,100,927.0,4.6,349
2025-04-07T14:00,19.7,57,0.00,99,863.0,1.9,304
2025-04-07T15:00,20.1,48,0.00,100,750.0,2.2,294
2025-04-07T16:00,20.0,39,0.00,100,561.0,4.6,219
2025-04-07T17:00,19.2,35,0.00,100,337.0,5.8,176
2025-04-07T18:00,17.7,44,0.00,98,194.0,6.8,169
2025-04-07T19:00,15.3,49,0.00,97,42.0,8.3,176
2025-04-07T20:00,14.4,40,0.00,100,0.0,12.1,177
2025-04-07T21:00,13.9,38,0.00,100,0.0,14.4,180
2025-04-07T22:00,13.7,41,0.00,100,0.0,15.7,178
2025-04-07T23:00,13.8,41,0.00,38,0.0,16.6,177
2025-04-08T00:00,13.4,40,0.00,92,0.0,18.9,183
2025-04-08T01:00,14.7,32,0.00,100,0.0,23.0,189
2025-04-08T02:00,16.3,25,0.00,98,0.0,27.0,195
2025-04-08T03:00,17.4,21,0.00,100,0.0,29.6,200
2025-04-08T04:00,17.9,18,0.00,75,0.0,32.9,202
2025-04-08T05:00,17.5,19,0.00,5,0.0,34.1,205
2025-04-08T06:00,17.0,22,0.00,0,0.0,34.5,207
2025-04-08T07:00,17.1,28,0.00,0,28.0,34.7,211
2025-04-08T08:00,18.2,32,0.00,0,186.0,34.0,215
2025-04-08T09:00,19.6,35,0.00,0,397.0,31.8,220
2025-04-08T10:00,21.5,27,0.00,0,603.0,28.0,226
2025-04-08T11:00,20.9,32,0.00,0,765.0,27.8,255
2025-04-08T12:00,20.4,39,0.00,0,868.0,27.1,257
2025-04-08T13:00,20.1,46,0.00,0,901.0,25.9,261
2025-04-08T14:00,19.9,51,0.00,0,867.0,24.8,265
2025-04-08T15:00,19.3,56,0.00,0,771.0,23.0,265
2025-04-08T16:00,18.2,63,0.00,0,620.0,19.8,277
2025-04-08T17:00,17.0,70,0.00,42,428.0,15.3,278
2025-04-08T18:00,15.5,77,0.00,93,219.0,11.4,274
2025-04-08T19:00,14.5,81,0.00,92,46.0,9.0,241
2025-04-08T20:00,14.2,77,0.00,95,0.0,6.7,243
2025-04-08T21:00,12.6,87,0.00,100,0.0,4.3,253
2025-04-08T22:00,12.7,34,0.00,100,0.0,3.8,251
2025-04-08T23:00,12.0,38,0.00,98,0.0,1.7,238
2025-04-09T00:00,11.6,39,0.00,99,0.0,0.8,207
2025-04-09T01:00,11.4,37,0.00,100,0.0,0.6,214
2025-04-09T02:00,11.2,41,0.00,87,0.0,0.4,180
2025-04-09T03:00,11.1,31,0.00,94,0.0,0.8,153
2025-04-09T04:00,11.3,23,0.00,48,0.0,2.7,118
2025-04-09T05:00,11.1,21,0.00,1,0.0,3.1,97
2025-04-09T06:00,10.5,21,0.00,1,0.0,3.1,121
2025-04-09T07:00,11.8,32,0.00,7,30.0,2.8,145
2025-04-09T08:00,15.2,33,0.00,9,194.0,3.9,103
2025-04-09T09:00,17.1,35,0.00,32,406.0,4.8,53
2025-04-09T10:00,18.4,44,0.00,0,607.0,5.6,25
2025-04-09T11:00,19.2,52,0.00,2,745.0,7.4,13
2025-04-09T12:00,20.0,56,0.00,100,861.0,9.0,3
2025-04-09T13:00,20.4,55,0.00,100,815.0,9.4,12
2025-04-09T14:00,20.5,55,0.00,100,589.0,7.4,354
2025-04-09T15:00,20.2,56,0.00,100,480.0,7.1,341
2025-04-09T16:00,20.0,59,0.00,96,423.0,3.7,11
2025-04-09T17:00,19.1,65,0.00,98,265.0,2.7,28
2025-04-09T18:00,18.7,72,0.00,99,131.0,5.1,162
2025-04-09T19:00,17.5,85,0.20,77,21.0,6.5,138
2025-04-09T20:00,15.2,97,2.00,95,0.0,12.1,110
2025-04-09T21:00,14.8,97,3.50,100,0.0,6.8,148
2025-04-09T22:00,16.0,93,0.00,100,0.0,2.9,227
2025-04-09T23:00,16.3,92,0.00,100,0.0,6.5,175
2025-04-10T00:00,16.5,91,0.00,92,0.0,10.9,171
2025-04-10T01:00,16.4,89,0.00,92,0.0,9.4,187
2025-04-10T02:00,16.2,88,0.00,95,0.0,11.9,214
2025-04-10T03:00,16.1,87,0.00,100,0.0,15.0,225
2025-04-10T04:00,15.9,84,0.00,100,0.0,15.2,226
2025-04-10T05:00,16.0,77,0.00,42,0.0,11.8,226
2025-04-10T06:00,15.0,82,0.00,81,0.0,11.3,268
2025-04-10T07:00,14.3,93,0.00,99,21.0,15.0,265
2025-04-10T08:00,15.4,83,0.00,97,107.0,14.1,253
2025-04-10T09:00,14.7,91,0.00,60,156.0,14.5,276
2025-04-10T10:00,15.8,88,0.00,88,478.0,13.0,299
2025-04-10T11:00,16.2,86,0.00,99,684.0,12.2,296
2025-04-10T12:00,16.6,77,0.00,98,785.0,12.2,284
2025-04-10T13:00,16.8,70,0.00,3,865.0,14.3,288
2025-04-10T14:00,15.9,77,0.00,31,858.0,15.0,289
2025-04-10T15:00,15.6,73,0.00,48,771.0,15.4,280
2025-04-10T16:00,15.7,58,0.00,100,616.0,14.4,267
2025-04-10T17:00,14.0,60,0.00,99,397.0,16.2,273
2025-04-10T18:00,12.4,70,0.00,99,194.0,15.1,269
2025-04-10T19:00,11.0,83,0.00,95,46.0,12.7,263
2025-04-10T20:00,10.3,85,0.00,16,0.0,9.6,254
2025-04-10T21:00,10.0,78,0.00,0,0.0,6.9,225
