'- 송전단 기준 전력수요 예측값을 매 5분 단위로 제공합니다.

시간,수요예측MW
2025-04-01 04:25:00,52920.386719
2025-04-01 04:30:00,53129.472656
2025-04-01 04:35:00,53176.3125
2025-04-01 04:40:00,53213.734375
2025-04-01 04:45:00,53448.246094
2025-04-01 04:50:00,53486.140625
2025-04-01 04:55:00,53404.980469
2025-04-01 05:00:00,53582.503906
2025-04-01 05:05:00,53598.292969
2025-04-01 05:10:00,53879.050781
2025-04-01 05:15:00,53901.945312
2025-04-01 05:20:00,53743.257812
2025-04-01 05:25:00,53967.890625
2025-04-01 05:30:00,54098.773438
2025-04-01 05:35:00,54267.289062
2025-04-01 05:40:00,54423.300781
2025-04-01 05:45:00,54665.914062
2025-04-01 05:50:00,54752.382812
2025-04-01 05:55:00,54885.5
2025-04-01 06:00:00,54664.421875
2025-04-01 06:05:00,54791.585938
2025-04-01 06:10:00,55142.671875
2025-04-01 06:15:00,55452.738281
2025-04-01 06:20:00,55480.214844
2025-04-01 06:25:00,55343.570312
2025-04-01 06:30:00,55511.777344
2025-04-01 06:35:00,55890.695312
2025-04-01 06:40:00,56145.378906
2025-04-01 06:45:00,56348.402344
2025-04-01 06:50:00,56429.53125
2025-04-01 06:55:00,56452.824219
2025-04-01 07:00:00,56778.535156
2025-04-01 07:05:00,57057.402344
2025-04-01 07:10:00,57592.8125
2025-04-01 07:15:00,58071.4375
2025-04-01 07:20:00,58209.175781
2025-04-01 07:25:00,58272.394531
2025-04-01 07:30:00,58253.53125
2025-04-01 07:35:00,58401.253906
2025-04-01 07:40:00,58471.566406
2025-04-01 07:45:00,58374.050781
2025-04-01 07:50:00,58104.0
2025-04-01 07:55:00,58205.980469
2025-04-01 08:00:00,58028.304688
2025-04-01 08:05:00,58122.957031
2025-04-01 08:10:00,58263.078125
2025-04-01 08:15:00,58211.570312
2025-04-01 08:20:00,58047.574219
2025-04-01 08:25:00,58112.417969
2025-04-01 08:30:00,58113.394531
2025-04-01 08:35:00,57898.714844
2025-04-01 08:40:00,57940.175781
2025-04-01 08:45:00,57671.550781
2025-04-01 08:50:00,57452.285156
2025-04-01 08:55:00,57301.273438
2025-04-01 09:00:00,56927.417969
2025-04-01 09:05:00,56707.804688
2025-04-01 09:10:00,56425.601562
2025-04-01 09:15:00,56056.125
2025-04-01 09:20:00,55489.542969
2025-04-01 09:25:00,54908.878906
2025-04-01 09:30:00,54472.425781
2025-04-01 09:35:00,53860.265625
2025-04-01 09:40:00,53580.101562
2025-04-01 09:45:00,53123.144531
2025-04-01 09:50:00,52593.71875
2025-04-01 09:55:00,52167.03125
2025-04-01 10:00:00,51697.839844
2025-04-01 10:05:00,51101.175781
2025-04-01 10:10:00,51061.511719
2025-04-01 10:15:00,51132.765625
2025-04-01 10:20:00,51028.089844
2025-04-01 10:25:00,51028.089844
2025-04-01 10:30:00,50808.347656
2025-04-01 10:35:00,50325.230469
2025-04-01 10:40:00,50325.230469
2025-04-01 10:45:00,49974.734375
2025-04-01 10:50:00,49700.101562
2025-04-01 10:55:00,49482.824219
2025-04-01 11:00:00,49035.597656
2025-04-01 11:05:00,48640.109375
2025-04-01 11:10:00,47887.332031
2025-04-01 11:15:00,47640.207031
2025-04-01 11:20:00,47383.910156
2025-04-01 11:25:00,46876.265625
2025-04-01 11:30:00,46328.351562
2025-04-01 11:35:00,46224.960938
2025-04-01 11:40:00,46237.105469
2025-04-01 11:45:00,46117.597656
2025-04-01 11:50:00,45768.730469
2025-04-01 11:55:00,45573.308594
2025-04-01 12:00:00,44985.226562
2025-04-01 12:05:00,44520.355469
2025-04-01 12:10:00,44552.0
2025-04-01 12:15:00,44475.574219
2025-04-01 12:20:00,44118.28125
2025-04-01 12:25:00,43940.777344
2025-04-01 12:30:00,43828.507812
2025-04-01 12:35:00,43559.101562
2025-04-01 12:40:00,43329.039062
2025-04-01 12:45:00,43253.847656
2025-04-01 12:50:00,43323.785156
2025-04-01 12:55:00,43650.269531
2025-04-01 13:00:00,43955.34375
2025-04-01 13:05:00,44261.230469
2025-04-01 13:10:00,44894.886719
2025-04-01 13:15:00,45745.867188
2025-04-01 13:20:00,45654.335938
2025-04-01 13:25:00,45343.191406
2025-04-01 13:30:00,45387.6875
2025-04-01 13:35:00,45438.355469
2025-04-01 13:40:00,45388.320312
2025-04-01 13:45:00,45424.5625
2025-04-01 13:50:00,45643.570312
2025-04-01 13:55:00,45965.5
2025-04-01 14:00:00,46272.96875
2025-04-01 14:05:00,46257.371094
2025-04-01 14:10:00,46457.394531
2025-04-01 14:15:00,46560.609375
2025-04-01 14:20:00,46707.265625
2025-04-01 14:25:00,46925.816406
2025-04-01 14:30:00,47064.125
2025-04-01 14:35:00,47256.421875
2025-04-01 14:40:00,47342.464844
2025-04-01 14:45:00,47462.867188
2025-04-01 14:50:00,47447.367188
2025-04-01 14:55:00,47569.800781
2025-04-01 15:00:00,47811.460938
2025-04-01 15:05:00,47799.636719
2025-04-01 15:10:00,47948.929688
2025-04-01 15:15:00,48043.371094
2025-04-01 15:20:00,48170.703125
2025-04-01 15:25:00,48571.6875
2025-04-01 15:30:00,48928.265625
2025-04-01 15:35:00,49485.449219
2025-04-01 15:40:00,49848.070312
2025-04-01 15:45:00,50092.824219
2025-04-01 15:50:00,50249.65625
2025-04-01 15:55:00,50411.492188
2025-04-01 16:00:00,50831.144531
2025-04-01 16:05:00,51369.894531
2025-04-01 16:10:00,51750.480469
2025-04-01 16:15:00,51706.089844
2025-04-01 16:20:00,52321.28125
2025-04-01 16:25:00,52726.75
2025-04-01 16:30:00,52870.984375
2025-04-01 16:35:00,53282.496094
2025-04-01 16:40:00,53679.671875
2025-04-01 16:45:00,54175.679688
2025-04-01 16:50:00,54599.257812
2025-04-01 16:55:00,54913.632812
2025-04-01 17:00:00,55005.277344
2025-04-01 17:05:00,55473.90625
2025-04-01 17:10:00,55535.507812
2025-04-01 17:15:00,55826.078125
2025-04-01 17:20:00,56089.582031
2025-04-01 17:25:00,56397.808594
2025-04-01 17:30:00,56585.464844
2025-04-01 17:35:00,57002.203125
2025-04-01 17:40:00,57258.40625
2025-04-01 17:45:00,57810.40625
2025-04-01 17:50:00,58198.652344
2025-04-01 17:55:00,58494.957031
2025-04-01 18:00:00,58923.324219
2025-04-01 18:05:00,59259.050781
2025-04-01 18:10:00,59687.511719
2025-04-01 18:15:00,59964.101562
2025-04-01 18:20:00,60296.898438
2025-04-01 18:25:00,60575.085938
2025-04-01 18:30:00,61017.761719
2025-04-01 18:35:00,61345.167969
2025-04-01 18:40:00,61517.753906
2025-04-01 18:45:00,61696.070312
2025-04-01 18:50:00,61927.929688
2025-04-01 18:55:00,62142.542969
2025-04-01 19:00:00,62273.757812
2025-04-01 19:05:00,62386.789062
2025-04-01 19:10:00,62721.3125
2025-04-01 19:15:00,62815.75
2025-04-01 19:20:00,62898.726562
2025-04-01 19:25:00,62705.929688
2025-04-01 19:30:00,62744.042969
2025-04-01 19:35:00,62650.789062
2025-04-01 19:40:00,62386.601562
2025-04-01 19:45:00,62257.753906
2025-04-01 19:50:00,62271.957031
2025-04-01 19:55:00,62231.003906
2025-04-01 20:00:00,62019.003906
2025-04-01 20:05:00,61881.222656
2025-04-01 20:10:00,61618.308594
2025-04-01 20:15:00,61392.289062
2025-04-01 20:20:00,61300.167969
2025-04-01 20:25:00,61156.175781
2025-04-01 20:30:00,61175.539062
2025-04-01 20:35:00,61013.894531
2025-04-01 20:40:00,60773.277344
2025-04-01 20:45:00,60817.4375
2025-04-01 20:50:00,60671.246094
2025-04-01 20:55:00,60460.855469
2025-04-01 21:00:00,60377.324219
2025-04-01 21:05:00,60192.992188
2025-04-01 21:10:00,60258.859375
2025-04-01 21:15:00,60117.46875
2025-04-01 21:20:00,59995.96875
2025-04-01 21:25:00,59750.394531
2025-04-01 21:30:00,59554.148438
2025-04-01 21:35:00,59706.59375
2025-04-01 21:40:00,59606.945312
2025-04-01 21:45:00,59497.683594
2025-04-01 21:50:00,59325.992188
2025-04-01 21:55:00,59292.535156
2025-04-01 22:00:00,59071.109375
2025-04-01 22:05:00,58797.550781
2025-04-01 22:10:00,59275.660156
2025-04-01 22:15:00,59452.277344
2025-04-01 22:20:00,59604.652344
2025-04-01 22:25:00,59605.320312
2025-04-01 22:30:00,59449.644531
2025-04-01 22:35:00,59368.875
2025-04-01 22:40:00,59195.605469
2025-04-01 22:45:00,59182.371094
2025-04-01 22:50:00,59109.246094
2025-04-01 22:55:00,59049.308594
2025-04-01 23:00:00,58800.816406
2025-04-01 23:05:00,58548.859375
2025-04-01 23:10:00,58955.703125
2025-04-01 23:15:00,59011.554688
2025-04-01 23:20:00,58926.777344
2025-04-01 23:25:00,58840.761719
2025-04-01 23:30:00,58567.753906
2025-04-01 23:35:00,58375.792969
2025-04-01 23:40:00,58182.800781
2025-04-01 23:45:00,57899.910156
2025-04-01 23:50:00,57624.109375
2025-04-01 23:55:00,57395.902344
2025-04-02,57002.058594
2025-04-02 00:05:00,56596.546875
2025-04-02 00:10:00,56229.523438
2025-04-02 00:15:00,56229.523438
2025-04-02 00:20:00,55424.800781
2025-04-02 00:25:00,55079.519531
2025-04-02 00:30:00,54731.882812
2025-04-02 00:35:00,54471.355469
2025-04-02 00:40:00,54260.90625
2025-04-02 00:45:00,54026.308594
2025-04-02 00:50:00,53762.773438
2025-04-02 00:55:00,53735.160156
2025-04-02 01:00:00,53554.6875
2025-04-02 01:05:00,53290.757812
2025-04-02 01:10:00,53110.183594
2025-04-02 01:15:00,53092.792969
2025-04-02 01:20:00,52810.757812
2025-04-02 01:25:00,52591.171875
2025-04-02 01:30:00,52661.75
2025-04-02 01:35:00,52657.964844
2025-04-02 01:40:00,52847.0625
2025-04-02 01:45:00,53033.847656
2025-04-02 01:50:00,52857.023438
2025-04-02 01:55:00,52646.550781
2025-04-02 02:00:00,52619.707031
2025-04-02 02:05:00,52770.550781
2025-04-02 02:10:00,52597.382812
2025-04-02 02:15:00,52727.453125
2025-04-02 02:20:00,52864.070312
2025-04-02 02:25:00,53089.476562
2025-04-02 02:30:00,53056.972656
2025-04-02 02:35:00,53153.433594
2025-04-02 02:40:00,53137.421875
2025-04-02 02:45:00,53234.960938
2025-04-02 02:50:00,53424.898438
2025-04-02 02:55:00,53344.609375
2025-04-02 03:00:00,53259.847656
2025-04-02 03:05:00,53138.972656
2025-04-02 03:10:00,53147.433594
2025-04-02 03:15:00,53165.03125
2025-04-02 03:20:00,53244.960938
2025-04-02 03:25:00,53388.171875
2025-04-02 03:30:00,53091.972656
2025-04-02 03:35:00,53064.125
2025-04-02 03:40:00,52969.804688
2025-04-02 03:45:00,52866.960938
2025-04-02 03:50:00,52990.3125
2025-04-02 03:55:00,53185.914062
2025-04-02 04:00:00,53097.941406
2025-04-02 04:05:00,53045.171875
2025-04-02 04:10:00,53236.453125
2025-04-02 04:15:00,53182.351562
2025-04-02 04:20:00,53287.292969
2025-04-02 04:25:00,53296.359375
2025-04-02 04:30:00,53312.582031
2025-04-02 04:35:00,53428.675781
2025-04-02 04:40:00,53331.996094
2025-04-02 04:45:00,53366.882812
2025-04-02 04:50:00,53410.242188
2025-04-02 04:55:00,53322.945312
2025-04-02 05:00:00,53057.8125
2025-04-02 05:05:00,53200.4375
2025-04-02 05:10:00,53492.289062
2025-04-02 05:15:00,53781.054688
2025-04-02 05:20:00,53887.996094
2025-04-02 05:25:00,53608.398438
2025-04-02 05:30:00,53673.917969
2025-04-02 05:35:00,53862.574219
2025-04-02 05:40:00,53933.523438
2025-04-02 05:45:00,53888.527344
2025-04-02 05:50:00,53895.597656
2025-04-02 05:55:00,53840.542969
2025-04-02 06:00:00,54013.707031
2025-04-02 06:05:00,54266.226562
2025-04-02 06:10:00,54384.085938
2025-04-02 06:15:00,55006.257812
2025-04-02 06:20:00,55217.972656
2025-04-02 06:25:00,55500.183594
2025-04-02 06:30:00,55541.347656
2025-04-02 06:35:00,55694.167969
2025-04-02 06:40:00,56176.933594
2025-04-02 06:45:00,56460.4375
2025-04-02 06:50:00,56444.59375
2025-04-02 06:55:00,56406.832031
2025-04-02 07:00:00,56479.0
2025-04-02 07:05:00,56770.824219
2025-04-02 07:10:00,57088.074219
2025-04-02 07:15:00,57253.175781
2025-04-02 07:20:00,57338.074219
2025-04-02 07:25:00,57405.503906
2025-04-02 07:30:00,57177.121094
2025-04-02 07:35:00,56932.273438
2025-04-02 07:40:00,56586.214844
2025-04-02 07:45:00,56495.46875
2025-04-02 07:50:00,56541.304688
2025-04-02 07:55:00,56338.695312
2025-04-02 08:00:00,56303.601562
2025-04-02 08:05:00,56327.480469
2025-04-02 08:10:00,56323.066406
2025-04-02 08:15:00,56137.492188
2025-04-02 08:20:00,55993.707031
2025-04-02 08:25:00,55648.933594
2025-04-02 08:30:00,55421.289062
2025-04-02 08:35:00,55427.976562
2025-04-02 08:40:00,55530.503906
2025-04-02 08:45:00,55358.730469
2025-04-02 08:50:00,54989.863281
2025-04-02 08:55:00,54921.429688
2025-04-02 09:00:00,54848.039062
2025-04-02 09:05:00,54390.410156
2025-04-02 09:10:00,53950.597656
2025-04-02 09:15:00,53430.78125
2025-04-02 09:20:00,53150.71875
2025-04-02 09:25:00,52648.441406
2025-04-02 09:30:00,52114.304688
2025-04-02 09:35:00,52086.523438
2025-04-02 09:40:00,52129.820312
2025-04-02 09:45:00,51697.777344
2025-04-02 09:50:00,51501.800781
2025-04-02 09:55:00,50877.527344
2025-04-02 10:00:00,50409.40625
2025-04-02 10:05:00,50587.574219
2025-04-02 10:10:00,50562.003906
2025-04-02 10:15:00,50382.601562
2025-04-02 10:20:00,50828.433594
2025-04-02 10:25:00,50849.441406
2025-04-02 10:30:00,50499.179688
2025-04-02 10:35:00,50369.949219
2025-04-02 10:40:00,50222.054688
2025-04-02 10:45:00,50133.5625
2025-04-02 10:50:00,50083.566406
2025-04-02 10:55:00,49995.847656
2025-04-02 11:00:00,49699.480469
2025-04-02 11:05:00,49056.15625
2025-04-02 11:10:00,48777.421875
2025-04-02 11:15:00,48780.910156
2025-04-02 11:20:00,48872.757812
2025-04-02 11:25:00,48800.667969
2025-04-02 11:30:00,48782.605469
2025-04-02 11:35:00,48776.699219
2025-04-02 11:40:00,48667.988281
2025-04-02 11:45:00,48392.359375
2025-04-02 11:50:00,48279.085938
2025-04-02 11:55:00,47877.828125
2025-04-02 12:00:00,47279.589844
2025-04-02 12:05:00,46903.148438
2025-04-02 12:10:00,47064.132812
2025-04-02 12:15:00,47191.230469
2025-04-02 12:20:00,47033.125
2025-04-02 12:25:00,46974.328125
2025-04-02 12:30:00,47006.777344
2025-04-02 12:35:00,47029.5625
2025-04-02 12:40:00,47077.867188
2025-04-02 12:45:00,47106.433594
2025-04-02 12:50:00,47243.34375
2025-04-02 12:55:00,47669.609375
2025-04-02 13:00:00,47800.804688
2025-04-02 13:05:00,47941.191406
2025-04-02 13:10:00,48304.726562
2025-04-02 13:15:00,48736.804688
2025-04-02 13:20:00,48994.832031
2025-04-02 13:25:00,48983.316406
2025-04-02 13:30:00,48812.6875
2025-04-02 13:35:00,49134.320312
2025-04-02 13:40:00,49549.5
2025-04-02 13:45:00,49627.714844
2025-04-02 13:50:00,49420.363281
2025-04-02 13:55:00,49420.363281
2025-04-02 14:00:00,49420.363281
2025-04-02 14:05:00,50432.679688
2025-04-02 14:10:00,50786.859375
2025-04-02 14:15:00,50940.800781
2025-04-02 14:20:00,51214.28125
2025-04-02 14:25:00,51723.113281
2025-04-02 14:30:00,52366.816406
2025-04-02 14:35:00,52766.496094
2025-04-02 14:40:00,52917.199219
2025-04-02 14:45:00,53312.285156
2025-04-02 14:50:00,53939.664062
2025-04-02 14:55:00,54465.375
2025-04-02 15:00:00,54910.957031
2025-04-02 15:05:00,55237.15625
2025-04-02 15:10:00,55729.363281
2025-04-02 15:15:00,56157.492188
2025-04-02 15:20:00,56958.144531
2025-04-02 15:25:00,57717.6875
2025-04-02 15:30:00,58283.65625
2025-04-02 15:35:00,58558.328125
2025-04-02 15:40:00,58923.96875
2025-04-02 15:45:00,59421.925781
2025-04-02 15:50:00,60018.65625
2025-04-02 15:55:00,60325.46875
2025-04-02 16:00:00,60591.648438
2025-04-02 16:05:00,60760.988281
2025-04-02 16:10:00,60694.800781
2025-04-02 16:15:00,60753.253906
2025-04-02 16:20:00,61037.179688
2025-04-02 16:25:00,61386.015625
2025-04-02 16:30:00,61640.503906
2025-04-02 16:35:00,61911.15625
2025-04-02 16:40:00,62033.636719
2025-04-02 16:45:00,62162.796875
2025-04-02 16:50:00,62083.753906
2025-04-02 16:55:00,62075.976562
2025-04-02 17:00:00,61830.3125
2025-04-02 17:05:00,61198.679688
2025-04-02 17:10:00,60999.265625
2025-04-02 17:15:00,61245.601562
2025-04-02 17:20:00,61359.878906
2025-04-02 17:25:00,61307.609375
2025-04-02 17:30:00,61124.382812
2025-04-02 17:35:00,61035.710938
2025-04-02 17:40:00,61183.859375
2025-04-02 17:45:00,61547.1875
2025-04-02 17:50:00,61463.867188
2025-04-02 17:55:00,61486.144531
2025-04-02 18:00:00,61404.265625
2025-04-02 18:05:00,61622.457031
2025-04-02 18:10:00,61715.101562
2025-04-02 18:15:00,62023.8125
2025-04-02 18:20:00,62001.96875
2025-04-02 18:25:00,62169.789062
2025-04-02 18:30:00,62293.195312
2025-04-02 18:35:00,62469.027344
2025-04-02 18:40:00,62532.695312
2025-04-02 18:45:00,62481.890625
2025-04-02 18:50:00,62774.730469
2025-04-02 18:55:00,62973.230469
2025-04-02 19:00:00,63068.597656
2025-04-02 19:05:00,63124.550781
2025-04-02 19:10:00,62992.179688
2025-04-02 19:15:00,62930.5
2025-04-02 19:20:00,62862.738281
2025-04-02 19:25:00,62674.863281
2025-04-02 19:30:00,62546.191406
2025-04-02 19:35:00,62467.910156
2025-04-02 19:40:00,62264.195312
2025-04-02 19:45:00,62201.082031
2025-04-02 19:50:00,62030.300781
2025-04-02 19:55:00,61982.03125
2025-04-02 20:00:00,61610.300781
2025-04-02 20:05:00,61527.769531
2025-04-02 20:10:00,61488.8125
2025-04-02 20:15:00,61231.3125
2025-04-02 20:20:00,61262.808594
2025-04-02 20:25:00,61154.382812
2025-04-02 20:30:00,61038.863281
2025-04-02 20:35:00,61070.550781
2025-04-02 20:40:00,60871.160156
2025-04-02 20:45:00,60693.3125
2025-04-02 20:50:00,60512.441406
2025-04-02 20:55:00,60288.449219
2025-04-02 21:00:00,60190.425781
2025-04-02 21:05:00,59954.535156
2025-04-02 21:10:00,59761.796875
2025-04-02 21:15:00,59708.382812
2025-04-02 21:20:00,59678.699219
2025-04-02 21:25:00,59462.546875
2025-04-02 21:30:00,59403.175781
2025-04-02 21:35:00,59399.664062
2025-04-02 21:40:00,59312.601562
2025-04-02 21:45:00,59217.019531
2025-04-02 21:50:00,59258.394531
2025-04-02 21:55:00,58942.761719
2025-04-02 22:00:00,58834.074219
2025-04-02 22:05:00,59288.1875
2025-04-02 22:10:00,59535.617188
2025-04-02 22:15:00,59599.988281
2025-04-02 22:20:00,59568.476562
2025-04-02 22:25:00,59503.882812
2025-04-02 22:30:00,59443.621094
2025-04-02 22:35:00,59189.1875
2025-04-02 22:40:00,59021.542969
2025-04-02 22:45:00,58865.398438
2025-04-02 22:50:00,58786.980469
2025-04-02 22:55:00,58686.867188
2025-04-02 23:00:00,58407.125
2025-04-02 23:05:00,58853.53125
2025-04-02 23:10:00,58658.660156
2025-04-02 23:15:00,58449.566406
2025-04-02 23:20:00,58184.195312
2025-04-02 23:25:00,57908.953125
2025-04-02 23:30:00,57796.96875
2025-04-02 23:35:00,57477.835938
2025-04-02 23:40:00,57190.792969
2025-04-02 23:45:00,56810.210938
2025-04-02 23:50:00,56294.0625
2025-04-02 23:55:00,56044.011719
2025-04-03,55819.015625
2025-04-03 00:05:00,55312.761719
2025-04-03 00:10:00,55020.835938
2025-04-03 00:15:00,54794.640625
2025-04-03 00:20:00,54310.5625
2025-04-03 00:25:00,54149.726562
2025-04-03 00:30:00,53837.902344
2025-04-03 00:35:00,53664.21875
2025-04-03 00:40:00,53593.238281
2025-04-03 00:45:00,53358.109375
2025-04-03 00:50:00,52997.855469
2025-04-03 00:55:00,52917.375
2025-04-03 01:00:00,52560.972656
2025-04-03 01:05:00,52357.933594
2025-04-03 01:10:00,52236.617188
2025-04-03 01:15:00,52267.246094
2025-04-03 01:20:00,51988.363281
2025-04-03 01:25:00,51773.179688
2025-04-03 01:30:00,51701.296875
2025-04-03 01:35:00,51669.003906
2025-04-03 01:40:00,51507.851562
2025-04-03 01:45:00,51425.472656
2025-04-03 01:50:00,50989.675781
2025-04-03 01:55:00,50946.230469
2025-04-03 02:00:00,51049.582031
2025-04-03 02:05:00,51267.945312
2025-04-03 02:10:00,51333.679688
2025-04-03 02:15:00,51500.574219
2025-04-03 02:20:00,51406.828125
2025-04-03 02:25:00,51413.273438
2025-04-03 02:30:00,51363.605469
2025-04-03 02:35:00,51333.589844
2025-04-03 02:40:00,51146.15625
2025-04-03 02:45:00,51375.394531
2025-04-03 02:50:00,51272.574219
2025-04-03 02:55:00,51259.320312
2025-04-03 03:00:00,51333.898438
2025-04-03 03:05:00,51604.199219
2025-04-03 03:10:00,51812.691406
2025-04-03 03:15:00,51937.3125
2025-04-03 03:20:00,52198.058594
2025-04-03 03:25:00,52208.722656
2025-04-03 03:30:00,52263.96875
2025-04-03 03:35:00,52283.34375
2025-04-03 03:40:00,52174.085938
2025-04-03 03:45:00,52052.324219
2025-04-03 03:50:00,52301.796875
2025-04-03 03:55:00,52235.769531
2025-04-03 04:00:00,52271.789062
2025-04-03 04:05:00,52168.710938
2025-04-03 04:10:00,52382.894531
2025-04-03 04:15:00,52283.421875
2025-04-03 04:20:00,52358.761719
2025-04-03 04:25:00,52433.089844
2025-04-03 04:30:00,52626.511719
2025-04-03 04:35:00,52904.089844
2025-04-03 04:40:00,53156.371094
2025-04-03 04:45:00,53218.96875
2025-04-03 04:50:00,53239.648438
2025-04-03 04:55:00,53379.375
2025-04-03 05:00:00,53375.464844
2025-04-03 05:05:00,53409.511719
2025-04-03 05:10:00,53423.46875
2025-04-03 05:15:00,53612.59375
2025-04-03 05:20:00,53847.054688
2025-04-03 05:25:00,53853.867188
2025-04-03 05:30:00,53740.378906
2025-04-03 05:35:00,54166.460938
2025-04-03 05:40:00,54401.148438
2025-04-03 05:45:00,54570.148438
2025-04-03 05:50:00,54667.398438
2025-04-03 05:55:00,54859.949219
2025-04-03 06:00:00,55105.613281
2025-04-03 06:05:00,55006.972656
2025-04-03 06:10:00,55351.273438
2025-04-03 06:15:00,55738.304688
2025-04-03 06:20:00,55774.273438
2025-04-03 06:25:00,55693.082031
2025-04-03 06:30:00,55816.539062
2025-04-03 06:35:00,55782.503906
2025-04-03 06:40:00,55961.070312
2025-04-03 06:45:00,56212.695312
2025-04-03 06:50:00,56013.9375
2025-04-03 06:55:00,56135.488281
2025-04-03 07:00:00,56194.121094
2025-04-03 07:05:00,56475.609375
2025-04-03 07:10:00,56902.988281
2025-04-03 07:15:00,57246.652344
2025-04-03 07:20:00,57550.734375
2025-04-03 07:25:00,57523.777344
2025-04-03 07:30:00,57445.925781
2025-04-03 07:35:00,57664.933594
2025-04-03 07:40:00,57767.144531
2025-04-03 07:45:00,57813.804688
2025-04-03 07:50:00,57844.621094
2025-04-03 07:55:00,57921.386719
2025-04-03 08:00:00,57718.390625
2025-04-03 08:05:00,57882.148438
2025-04-03 08:10:00,58040.585938
2025-04-03 08:15:00,57945.472656
2025-04-03 08:20:00,57873.894531
2025-04-03 08:25:00,57938.308594
2025-04-03 08:30:00,58109.078125
2025-04-03 08:35:00,58053.234375
2025-04-03 08:40:00,57866.875
2025-04-03 08:45:00,57866.875
2025-04-03 08:50:00,57412.183594
2025-04-03 08:55:00,57154.558594
2025-04-03 09:00:00,56827.878906
2025-04-03 09:05:00,57046.722656
2025-04-03 09:10:00,56861.902344
2025-04-03 09:15:00,56552.390625
2025-04-03 09:20:00,56121.644531
2025-04-03 09:25:00,55793.746094
2025-04-03 09:30:00,55185.609375
2025-04-03 09:35:00,54711.28125
2025-04-03 09:40:00,54470.753906
2025-04-03 09:45:00,54111.046875
2025-04-03 09:50:00,53843.75
2025-04-03 09:55:00,53257.214844
2025-04-03 10:00:00,52891.902344
2025-04-03 10:05:00,52771.164062
2025-04-03 10:10:00,52554.816406
2025-04-03 10:15:00,52208.234375
2025-04-03 10:20:00,52088.445312
2025-04-03 10:25:00,51685.492188
2025-04-03 10:30:00,51497.320312
2025-04-03 10:35:00,51159.5625
2025-04-03 10:40:00,50873.035156
2025-04-03 10:45:00,50617.105469
2025-04-03 10:50:00,50330.332031
2025-04-03 10:55:00,50049.613281
2025-04-03 11:00:00,49776.59375
2025-04-03 11:05:00,49203.257812
2025-04-03 11:10:00,48437.734375
2025-04-03 11:15:00,48328.070312
2025-04-03 11:20:00,48533.414062
2025-04-03 11:25:00,48568.109375
2025-04-03 11:30:00,48508.527344
2025-04-03 11:35:00,48324.25
2025-04-03 11:40:00,47964.875
2025-04-03 11:45:00,47377.128906
2025-04-03 11:50:00,47116.789062
2025-04-03 11:55:00,46643.824219
2025-04-03 12:00:00,45916.203125
2025-04-03 12:05:00,45565.78125
2025-04-03 12:10:00,45759.230469
2025-04-03 12:15:00,45619.285156
2025-04-03 12:20:00,45308.167969
2025-04-03 12:25:00,45004.125
2025-04-03 12:30:00,44801.144531
2025-04-03 12:35:00,44801.144531
2025-04-03 12:40:00,44896.546875
2025-04-03 12:45:00,45002.101562
2025-04-03 12:50:00,45083.507812
2025-04-03 12:55:00,45270.773438
2025-04-03 13:00:00,45454.597656
2025-04-03 13:05:00,45936.414062
