datetime,solar_mwh_raw,wind_mwh_raw,renewable_mwh_raw,load_mw_raw,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,shortwave_radiation,wind_speed_10m,wind_direction_10m,date,hour,hour_sin,hour_cos,doy_sin,doy_cos,wind_direction_sin,wind_direction_cos,renewable_lag_1h,renewable_lag_24h,renewable_rolling_mean_24h,renewable_rolling_std_24h,forecast_renewable_raw_mwh,sigma_u_raw_mwh,renewable_scaled_mw,load_scaled_mw,forecast_renewable_scaled_mw,sigma_u_scaled_mw,sigma_heuristic_scaled_mw
2025-03-02 13:00:00,51.277333,1.881869,53.159202,48884.64648433333,18.6,100,1.2,100,219.0,2.2,66,2025-03-02,13,-0.2588190451025208,-0.9659258262890683,0.8674563547295968,0.49751328890718066,0.9135454576426009,0.4067366430758002,49.539062,36.750665000000005,19.717289708333332,25.562073026870568,38.58816002000623,127.61652588851113,40.29425329274851,158.78771414976924,29.24951909449736,96.73231397439459,10.237331683074075
2025-03-02 14:00:00,44.231227,1.075143,45.306369999999994,49894.18587258333,18.8,100,0.4,100,283.0,4.8,11,2025-03-02,14,-0.4999999999999998,-0.8660254037844388,0.8674563547295968,0.49751328890718066,0.1908089953765448,0.981627183447664,53.159202,41.403876,20.40097875,26.247697677812624,37.99306662381079,127.64864007808576,34.341868949706615,162.06691249389038,28.798443022303104,96.75665627526304,10.079455057806086
2025-03-02 15:00:00,31.550944,0.956655,32.507599,50329.770182500004,17.7,100,0.7,100,135.0,4.6,21,2025-03-02,15,-0.7071067811865471,-0.7071067811865479,0.8674563547295968,0.49751328890718066,0.35836794954530027,0.9335804264972017,45.306369999999994,40.663384,20.563582666666665,26.39514104452371,28.30891048387946,93.21053596730387,24.640502091154378,163.48178284410022,21.457929512922007,70.65284662887503,7.510275329522702
2025-03-02 16:00:00,12.05959,1.319595,13.379185,51420.02864575,17.9,98,0.4,100,202.0,5.2,70,2025-03-02,16,-0.8660254037844384,-0.5000000000000004,0.8674563547295968,0.49751328890718066,0.9396926207859083,0.3420201433256688,32.507599,22.302754,20.223758291666666,26.176712024471136,22.36891850832925,52.127486129278594,10.141316064912738,167.0231738873471,16.955462729848144,39.512220849503834,5.9344119554468495
2025-03-02 17:00:00,4.914435,2.55347,7.467905,53045.443684916674,18.2,98,0.8,92,121.0,4.7,72,2025-03-02,17,-0.9659258262890683,-0.25881904510252063,0.8674563547295968,0.49751328890718066,0.9510565162951535,0.30901699437494745,13.379185,13.543295,19.851942916666665,26.209253133457313,14.928701644764978,19.517703372855507,5.660612731473716,172.30286714843365,11.31583738608475,14.794264281818444,3.734226337407968
2025-03-02 18:00:00,0.29511,3.078673,3.3737830000000004,54635.62695308333,17.5,100,2.1,99,75.0,6.2,75,2025-03-02,18,-1.0,-1.8369701987210297e-16,0.8674563547295968,0.49751328890718066,0.9659258262890683,0.25881904510252074,7.467905,3.3364969999999996,19.598801666666663,26.30200956984408,15.43066333548672,18.387585720791453,2.5573007427156065,177.46812013461033,11.696320364538757,13.937644069143408,4.064471326677218
2025-03-02 19:00:00,0.122584,3.673666,3.7962499999999997,55294.9791665,16.9,100,0.1,99,4.0,3.9,124,2025-03-02,19,-0.9659258262890684,0.2588190451025203,0.8674563547295968,0.49751328890718066,0.8290375725550417,-0.5591929034707467,3.3737830000000004,1.572073,19.60035525,26.30100832107028,5.891250766807623,22.23148522899024,2.877527376400355,179.60983616034812,4.465521333613045,16.85128939465513,1.5517686634305332
2025-03-02 20:00:00,0.000248,3.701826,3.702074,54812.76757808333,16.3,100,0.8,100,0.0,1.8,204,2025-03-02,20,-0.8660254037844386,0.5000000000000001,0.8674563547295968,0.49751328890718066,-0.4067366430757998,-0.9135454576426011,3.7962499999999997,2.028896,19.693029291666665,26.238566494355652,3.802021559240899,20.23059928059947,2.806142715695744,178.04351050663286,2.881902172507093,15.334633722992507,1.0086657603774825
2025-03-02 21:00:00,0.000248,3.748733,3.748981,54017.62011724999,17.0,97,0.1,100,0.0,3.9,143,2025-03-02,21,-0.7071067811865477,0.7071067811865474,0.8674563547295968,0.49751328890718066,0.6018150231520482,-0.7986355100472929,3.702074,1.7496239999999998,19.762745041666665,26.191773474447533,3.64927772716765,21.56337802749416,2.8416978494843015,175.46070267640374,2.7661235598321974,16.344869437414378,0.968143245941269
2025-03-02 22:00:00,0.000264,6.965759,6.966023,53532.11295566667,16.8,98,0.4,100,0.0,1.7,122,2025-03-02,22,-0.5000000000000004,0.8660254037844384,0.8674563547295968,0.49751328890718066,0.8480480961564261,-0.5299192642332048,3.748981,1.323289,19.846051583333335,26.13510757046012,5.246069398901767,21.213865003761782,5.280190157954436,173.88367230111268,3.976478976315045,16.079941338843845,1.3917676417102656
2025-03-02 23:00:00,0.000256,8.055419,8.055675,53107.01171866667,16.8,98,0.3,100,0.0,8.5,83,2025-03-02,23,-0.25881904510252157,0.9659258262890681,0.8674563547295968,0.49751328890718066,0.992546151641322,0.12186934340514749,6.966023,1.603384,20.081165499999997,25.986187145955654,7.774678268528412,17.78146295610289,6.106137727463664,172.50285319818428,5.893144434743607,13.478207823150438,2.062600552160262
