n_train,n_calibration,n_test,mae_calibration_raw,rmse_calibration_raw,r2_calibration,mae_test_raw,rmse_test_raw,r2_test,epsilon_80_raw,epsilon_90_raw,epsilon_95_raw,epsilon_90_scaled,hourly_epsilon_fallback_count,train_start,train_end,calibration_start,calibration_end,test_start,test_end,region,fuel_mode,renewable_p95_raw,load_mean_raw,renewable_scale_factor,load_scale_factor
1080,360,744,28.821571091724863,44.037248408405055,0.7829495518854481,63.241456402233176,85.61815849036664,0.11692641023526229,46.09316038277997,86.66862442847395,102.02063509828594,65.69412959312331,0,2025-03-01,2025-04-15,2025-04-16,2025-04-30,2025-05-01,2025-05-31,제주도,solar_wind_combined,263.85500490000004,53875.78743459583,0.7579920649062509,0.003248212385061594
